id,area,amoblado,numero_habitaciones
129037,39,14,0,4
129038,47,88,0,4
129039,58,56,0,1
129040,30,24,1,1
129041,47,78,1,3
129042,45,72,1,1
129043,38,44,1,4
129044,39,65,0,1
129045,59,00,1,1
129046,34,33,0,4
129047,45,50,0,2
129048,70,87,1,3
129049,63,66,0,4
129050,68,46,0,4
129051,40,59,1,1
129052,65,97,0,4
129053,59,49,0,1
129054,41,44,0,4
129055,56,85,1,1
129056,43,40,1,3
129057,61,61,1,4
129058,75,61,1,3
129059,39,60,0,3
129060,42,20,0,2
129061,37,37,1,1
129062,34,47,1,3
129063,38,33,0,1
129064,63,04,1,4
129065,59,96,1,1
129066,43,77,0,3
129067,30,05,0,4
129068,55,59,0,4
129069,25,58,0,2
129070,57,02,1,3
129071,47,51,0,4
129072,79,59,0,2
129073,78,39,0,2
129074,64,94,1,3
129075,60,35,1,3
129076,43,26,0,4
129077,60,95,0,3
129078,65,61,1,4
129079,54,42,0,2
129080,34,54,1,1
129081,44,57,1,3
129082,77,57,1,4
129083,75,25,1,3
129084,31,07,0,1
129085,58,24,1,3
129086,67,28,0,4
129087,72,86,0,2
129088,75,42,1,1
129089,70,61,0,1
129090,43,46,0,1
129091,60,16,0,2
129092,67,81,0,2
129093,48,51,1,2
129094,65,91,1,3
129095,44,77,1,3
129096,29,56,1,3
129097,70,89,0,2
129098,25,43,1,1
129099,53,41,1,1
129100,69,60,1,3
129101,46,77,1,1
129102,69,49,0,4
129103,79,00,0,3
129104,33,25,1,1
129105,51,55,0,2
129106,28,29,1,2
129107,79,87,0,4
129108,53,94,1,2
129109,47,91,0,1
129110,79,00,0,4
129111,49,94,0,3
129112,77,35,0,2
129113,30,38,0,2
129114,37,57,1,1
129115,51,50,0,4
129116,73,49,0,4
129117,73,14,1,1
129118,36,05,1,2
129119,44,02,1,2
129120,33,53,0,1
129121,77,27,1,4
129122,63,68,1,4
129123,77,65,0,4
129124,58,13,1,2
129125,76,54,1,3
129126,68,09,0,4
129127,54,48,1,4
129128,33,58,1,2
129129,37,92,1,1
129130,46,48,1,4
129131,71,69,1,2
129132,70,83,0,2
129133,46,16,0,3
129134,43,21,0,1
129135,59,89,0,4
129136,68,33,0,3
129137,55,05,0,2
129138,51,70,0,4
129139,79,57,1,4
129140,33,13,1,4
129141,54,26,1,3
129142,54,68,1,3
129143,41,72,0,1
129144,47,47,0,3
129145,32,74,1,3
129146,70,38,1,2
129147,73,65,0,3
129148,31,48,1,4
129149,27,15,1,4
129150,52,57,0,1
129151,27,39,1,1
129152,38,41,0,3
129153,43,41,1,2
129154,35,90,1,1
129155,49,82,0,3
129156,70,11,1,4
129157,79,74,1,2
129158,48,02,0,1
129159,67,31,0,1
129160,45,23,1,2
129161,77,53,0,3
129162,77,03,0,3
129163,75,83,0,2
129164,32,04,1,1
129165,74,97,0,2
129166,53,52,0,2
129167,48,18,1,2
129168,27,42,0,2
129169,56,22,1,4
129170,65,21,1,3
129171,28,82,0,4
129172,47,74,0,1
129173,74,70,1,3
129174,65,32,1,3
129175,43,29,0,4
129176,49,05,0,4
129177,37,44,0,3
129178,71,39,0,1
129179,70,79,0,4
129180,48,66,1,1
129181,28,04,0,2
129182,49,05,1,1
129183,71,97,0,3
129184,55,59,1,4
129185,62,63,1,4
129186,59,63,1,4
129187,27,54,0,2
129188,57,09,0,3
129189,75,34,0,3
129190,29,46,1,4
129191,79,81,0,1
129192,76,53,0,2
129193,34,31,1,3
129194,68,16,0,1
129195,47,64,1,2
129196,51,24,1,1
129197,66,82,1,2
129198,34,18,0,4
129199,64,16,0,3
129200,75,99,1,3
129201,40,22,0,2
129202,52,55,1,2
129203,48,62,0,3
129204,28,95,0,1
129205,43,23,0,1
129206,51,93,1,2
129207,46,60,0,2
129208,69,45,1,4
129209,25,26,1,1
129210,67,25,0,2
129211,32,44,0,1
129212,39,58,0,1
129213,28,27,1,1
129214,35,03,1,3
129215,33,04,1,3
129216,32,62,1,2
129217,54,31,1,3
129218,27,75,0,4
129219,38,78,1,2
129220,46,66,1,4
129221,43,58,0,3
129222,29,42,0,3
129223,50,18,0,2
129224,60,42,0,2
129225,35,49,1,4
129226,32,68,1,2
129227,55,65,1,3
129228,44,80,0,2
129229,70,75,0,2
129230,53,92,0,4
129231,28,67,0,3
129232,67,22,0,4
129233,34,32,0,3
129234,46,22,0,3
129235,45,71,1,4
129236,39,32,1,4
129237,34,47,0,4
129238,63,98,0,2
129239,66,20,0,1
129240,28,69,0,2
129241,76,36,0,4
129242,70,91,1,3
129243,77,08,0,1
129244,29,51,0,2
129245,42,64,1,2
129246,40,85,1,3
129247,52,49,1,2
129248,54,05,0,2
129249,29,95,1,3
129250,65,55,1,1
129251,53,32,0,4
129252,70,29,0,4
129253,76,10,0,2
129254,71,30,1,1
129255,74,73,0,2
129256,27,98,0,3
129257,53,02,1,3
129258,69,20,0,4
129259,30,28,1,4
129260,46,78,0,4
129261,33,95,1,2
129262,42,04,0,2
129263,41,40,1,1
129264,35,85,0,1
129265,35,63,0,3
129266,69,39,0,3
129267,78,54,0,2
129268,78,19,1,2
129269,53,73,0,4
129270,30,22,1,2
129271,59,21,1,3
129272,52,49,0,4
129273,61,65,1,3
129274,40,57,1,2
129275,31,13,0,1
129276,36,64,1,1
129277,67,30,0,3
129278,62,79,1,4
129279,62,16,0,2
129280,33,36,0,3
129281,71,91,0,4
129282,54,79,0,1
129283,77,58,0,2
129284,77,34,0,3
129285,71,46,1,1
129286,65,00,1,1
129287,63,83,1,1
129288,66,37,1,4
129289,28,06,0,1
129290,68,34,1,1
129291,36,61,0,1
129292,56,38,1,2
129293,31,82,0,4
129294,78,85,1,4
129295,30,18,0,1
129296,73,13,1,1
129297,44,32,0,3
129298,26,04,1,2
129299,42,77,0,1
129300,76,63,1,4
129301,68,63,0,3
129302,31,70,0,4
129303,51,72,0,2
129304,76,71,1,3
129305,31,21,0,4
129306,58,78,0,2
129307,73,37,1,1
129308,33,19,0,3
129309,77,60,1,4
129310,51,02,0,3
129311,67,45,0,2
129312,27,82,1,2
129313,39,93,0,2
129314,26,13,1,4
129315,67,43,1,3
129316,43,17,1,4
129317,38,15,0,1
129318,61,14,1,4
129319,35,26,1,1
129320,44,23,1,3
129321,39,86,1,3
129322,60,59,1,4
129323,63,04,0,3
129324,58,61,1,1
129325,58,63,1,3
129326,57,21,1,4
129327,36,99,1,1
129328,51,68,1,2
129329,78,27,1,1
129330,49,43,0,2
129331,29,37,1,1
129332,72,93,0,3
129333,66,80,1,3
129334,68,84,1,1
129335,68,28,0,3
129336,65,63,0,3
129337,76,96,1,3
129338,67,02,0,4
129339,69,06,1,1
129340,62,52,1,1
129341,46,22,0,4
129342,45,50,1,4
129343,40,12,1,4
129344,66,69,1,4
129345,73,32,0,2
129346,55,81,1,1
129347,78,95,0,1
129348,71,18,1,2
129349,51,54,1,3
129350,64,62,1,4
129351,69,65,0,4
129352,78,79,0,4
129353,74,13,1,2
129354,53,53,1,2
129355,69,21,1,4
129356,59,09,1,3
129357,28,21,1,3
129358,56,50,1,1
129359,64,09,0,2
129360,30,98,1,4
129361,51,28,1,4
129362,31,43,1,2
129363,49,73,1,2
129364,40,01,0,4
129365,58,58,1,4
129366,79,09,0,4
129367,37,87,1,2
129368,57,38,0,1
129369,68,34,0,3
129370,48,61,0,3
129371,55,01,1,1
129372,27,38,1,1
129373,70,55,1,2
129374,31,70,1,2
129375,25,20,0,4
129376,28,30,0,4
129377,30,82,0,4
129378,53,76,0,4
129379,54,90,1,2
129380,64,95,0,1
129381,43,77,0,1
129382,76,40,1,3
129383,35,27,0,3
129384,78,18,1,4
129385,78,99,0,1
129386,39,35,0,3
129387,50,31,1,1
129388,50,46,1,1
129389,26,37,0,1
129390,34,56,1,3
129391,75,07,1,1
129392,40,60,0,3
129393,48,32,0,2
129394,71,48,0,3
129395,74,29,1,1
129396,35,91,1,4
129397,35,67,0,2
129398,28,08,1,2
129399,45,31,0,1
129400,48,09,0,4
129401,27,38,1,3
129402,35,72,0,2
129403,39,28,1,1
129404,48,15,1,1
129405,25,53,0,2
129406,46,99,1,1
129407,76,97,0,1
129408,35,67,1,3
129409,37,87,1,4
129410,37,52,0,2
129411,33,22,0,2
129412,61,87,0,1
129413,44,80,0,4
129414,41,70,1,1
129415,52,09,1,4
129416,25,66,1,1
129417,70,60,0,4
129418,27,47,0,2
129419,65,51,0,3
129420,50,68,1,4
129421,37,30,0,1
129422,27,26,1,1
129423,28,00,1,3
129424,27,46,0,1
129425,67,10,1,3
129426,76,35,0,3
129427,76,24,0,4
129428,58,01,1,2
129429,33,75,0,3
129430,28,39,0,2
129431,53,37,0,1
129432,57,41,0,2
129433,71,23,0,3
129434,50,74,0,2
129435,73,00,0,3
129436,64,85,1,3
129437,56,44,1,3
129438,67,49,0,3
129439,41,22,0,4
129440,25,61,1,2
129441,51,78,1,1
129442,35,97,1,3
129443,61,78,1,2
129444,56,24,0,4
129445,53,80,1,1
129446,40,52,0,4
129447,65,68,1,2
129448,47,24,1,2
129449,70,49,0,4
129450,74,34,1,3
129451,49,40,0,2
129452,31,95,1,4
129453,41,68,0,4
129454,58,03,1,2
129455,78,03,1,2
129456,60,56,0,4
129457,65,28,1,4
129458,32,89,1,4
129459,39,51,0,3
129460,59,20,1,1
129461,41,34,0,3
129462,66,47,1,2
129463,61,04,0,1
129464,31,37,0,3
129465,68,78,0,4
129466,56,41,0,2
129467,75,54,1,2
129468,61,59,1,1
129469,47,21,0,4
129470,68,31,1,2
129471,58,01,0,3
129472,54,95,1,3
129473,35,35,0,2
129474,33,29,0,2
129475,65,45,1,3
129476,30,42,1,3
129477,29,92,0,2
129478,30,60,1,2
129479,74,95,0,4
129480,35,83,1,3
129481,31,43,0,3
129482,71,94,0,3
129483,67,55,0,2
129484,60,51,1,3
129485,57,65,1,3
129486,79,49,1,3
129487,44,75,1,3
129488,26,17,1,1
129489,75,15,0,2
129490,68,56,1,4
129491,77,63,1,2
129492,72,81,1,2
129493,67,32,1,1
129494,66,00,0,3
129495,73,93,1,4
129496,41,35,0,4
129497,50,61,0,2
129498,57,83,0,4
129499,59,23,1,2
129500,55,70,1,3
129501,36,15,0,3
129502,45,86,1,2
129503,47,17,0,1
129504,30,30,1,4
129505,45,93,0,4
129506,76,34,0,4
129507,66,72,0,3
129508,69,05,0,4
129509,75,08,0,3
129510,34,92,1,1
129511,28,23,0,4
129512,67,60,0,3
129513,58,01,1,4
129514,45,86,1,1
129515,30,16,1,4
129516,43,81,0,4
129517,32,11,1,1
129518,64,01,0,1
129519,71,03,0,4
129520,68,77,1,2
129521,62,98,0,2
129522,28,14,1,1
129523,68,42,0,1
129524,48,08,1,2
129525,44,45,1,1
129526,56,49,0,4
129527,46,54,1,2
129528,36,53,0,2
129529,75,77,0,3
129530,32,28,1,3
129531,72,81,0,3
129532,57,57,0,3
129533,26,79,1,3
129534,49,38,1,1
129535,48,03,0,2
129536,41,41,0,4
129537,26,06,1,1
129538,70,40,0,4
129539,38,80,1,3
129540,59,12,1,2
129541,56,94,1,3
129542,38,75,0,1
129543,53,78,1,1
129544,78,18,1,1
129545,43,60,1,4
129546,71,32,1,4
129547,62,62,0,4
129548,28,55,1,4
129549,25,82,1,3
129550,63,52,1,2
129551,75,54,1,1
129552,37,08,1,3
129553,70,26,1,4
129554,62,92,1,3
129555,42,95,0,4
129556,74,74,0,3
129557,74,42,1,2
129558,45,42,1,1
129559,52,79,0,3
129560,31,24,0,1
129561,36,19,1,3
129562,37,90,0,3
129563,38,54,0,3
129564,41,37,0,4
129565,33,98,0,3
129566,60,44,1,3
129567,77,11,1,2
129568,52,75,0,2
129569,63,09,0,2
129570,59,45,1,3
129571,39,88,1,2
129572,61,82,1,3
129573,77,22,0,1
129574,40,34,1,4
129575,60,72,1,4
129576,78,03,0,3
129577,45,43,1,1
129578,28,63,0,4
129579,59,94,1,4
129580,42,69,0,3
129581,77,00,1,3
129582,30,44,1,2
129583,27,66,0,2
129584,27,37,0,3
129585,68,74,0,2
129586,55,65,1,4
129587,38,17,1,4
129588,73,80,0,3
129589,65,43,1,3
129590,31,22,0,1
129591,45,84,0,2
129592,49,63,1,3
129593,46,39,0,2
129594,34,44,1,1
129595,70,21,0,2
129596,59,09,0,2
129597,48,13,1,4
129598,68,61,0,1
129599,25,23,0,1
129600,68,95,1,4
129601,26,20,1,3
129602,25,53,0,2
129603,32,33,1,1
129604,61,57,0,3
129605,75,60,1,1
129606,34,98,0,1
129607,30,76,1,1
129608,75,24,1,1
129609,65,05,1,3
129610,68,74,0,4
129611,52,35,1,1
129612,66,95,1,2
129613,75,38,1,2
129614,76,66,0,2
129615,62,04,1,2
129616,44,79,0,1
129617,50,53,1,2
129618,33,50,0,3
129619,61,79,1,4
129620,46,94,1,4
129621,65,62,0,2
129622,62,79,0,4
129623,29,77,0,1
129624,73,76,0,3
129625,42,30,0,2
129626,64,09,1,1
129627,40,30,1,3
129628,71,82,1,4
129629,64,61,0,3
129630,65,46,0,4
129631,78,13,1,3
129632,62,60,0,1
129633,38,40,1,2
129634,29,16,0,2
129635,53,34,1,4
129636,58,56,1,4
129637,38,84,1,3
129638,42,96,0,2
129639,75,17,1,1
129640,44,19,0,2
129641,38,88,1,1
129642,38,94,1,2
129643,47,27,0,1
129644,55,45,0,3
129645,72,38,1,1
129646,38,94,1,3
129647,69,49,1,3
129648,64,27,1,1
129649,33,02,1,1
129650,38,58,1,2
129651,44,80,1,2
129652,33,20,0,1
129653,40,23,0,3
129654,40,74,0,3
129655,69,91,0,3
129656,59,77,1,3
129657,38,38,0,3
129658,40,20,0,2
129659,32,65,0,1
129660,59,15,0,1
129661,71,21,0,1
129662,64,93,0,2
129663,77,59,1,4
129664,57,34,0,1
129665,49,57,0,3
129666,62,64,0,2
129667,67,57,0,1
129668,59,35,0,1
129669,46,34,0,3
129670,34,34,1,1
129671,53,80,1,1
129672,63,85,1,1
129673,52,44,1,2
129674,38,35,1,1
129675,74,97,0,1
129676,42,10,1,2
129677,64,84,1,2
129678,64,38,0,2
129679,76,67,0,3
129680,40,20,1,3
129681,72,13,0,1
129682,28,57,0,2
129683,59,90,0,3
129684,54,65,0,1
129685,33,92,1,4
129686,49,72,1,1
129687,75,33,0,3
129688,51,40,1,4
129689,74,17,0,3
129690,78,36,1,1
129691,41,97,0,3
129692,53,60,0,3
129693,50,56,1,1
129694,70,12,0,4
129695,65,57,0,2
129696,39,07,1,4
129697,76,99,1,1
129698,55,31,1,4
129699,26,58,1,1
129700,59,45,0,4
129701,78,66,1,4
129702,59,89,1,2
129703,79,76,0,3
129704,28,04,0,3
129705,31,21,0,3
129706,74,80,0,1
129707,61,81,1,4
129708,46,28,1,2
129709,45,99,1,1
129710,47,10,0,2
129711,31,01,1,3
129712,41,52,0,2
129713,70,47,0,2
129714,63,79,1,2
129715,48,03,1,4
129716,25,35,1,1
129717,58,37,0,3
129718,52,56,1,2
129719,26,34,1,3
129720,48,70,1,4
129721,43,81,1,1
129722,31,20,0,4
129723,66,76,1,1
129724,56,15,1,3
129725,60,98,0,2
129726,66,57,1,2
129727,41,16,0,3
129728,69,67,0,1
129729,78,75,1,4
129730,63,87,0,3
129731,77,12,1,2
129732,36,92,1,4
129733,31,01,0,3
129734,29,42,1,2
129735,73,60,1,1
129736,56,92,0,4
129737,70,32,0,2
129738,65,53,1,1
129739,77,32,1,3
129740,45,54,1,4
129741,29,18,0,1
129742,73,75,0,2
129743,69,01,0,4
129744,30,11,1,2
129745,59,99,0,4
129746,69,73,0,3
129747,68,28,0,3
129748,70,06,1,2
129749,52,14,1,1
129750,73,43,0,2
129751,37,40,0,1
129752,54,23,1,1
129753,47,93,1,1
129754,33,80,0,1
129755,32,08,0,4
129756,30,83,0,3
129757,54,39,0,1
129758,72,50,1,2
129759,53,01,1,3
129760,38,14,1,3
129761,61,21,1,4
129762,69,97,1,3
129763,63,98,0,2
129764,70,69,0,2
129765,46,04,1,4
129766,27,16,0,1
129767,79,10,0,1
129768,69,08,1,2
129769,26,01,1,3
129770,51,14,1,1
129771,34,86,0,4
129772,53,68,0,1
129773,54,30,1,4
129774,32,50,0,2
129775,51,12,0,2
129776,60,88,1,4
129777,32,88,0,2
129778,30,18,0,3
129779,58,90,0,3
129780,75,17,0,3
129781,47,56,1,3
129782,66,09,1,2
129783,58,36,1,1
129784,34,43,0,4
129785,32,27,0,2
129786,28,86,1,1
129787,49,11,0,4
129788,69,27,1,4
129789,59,09,1,4
129790,77,78,1,4
129791,78,70,1,2
129792,42,51,1,4
129793,31,49,0,1
129794,74,05,1,2
129795,25,97,0,3
129796,72,06,1,3
129797,77,87,1,2
129798,67,25,0,1
129799,26,75,1,4
129800,46,24,0,3
129801,78,78,0,2
129802,33,72,1,1
129803,36,37,0,4
129804,76,43,1,2
129805,56,14,1,1
129806,74,77,1,2
129807,29,10,0,4
129808,37,94,1,2
129809,59,45,1,4
129810,46,25,1,1
129811,47,99,0,3
129812,64,32,0,2
129813,71,51,1,4
129814,75,98,0,3
129815,56,31,1,2
129816,69,19,1,4
129817,62,47,0,1
129818,37,75,1,3
129819,50,54,1,3
129820,44,06,1,4
129821,26,20,0,4
129822,35,55,1,1
129823,28,27,1,2
129824,62,76,1,3
129825,45,90,0,4
129826,34,27,1,2
129827,45,03,0,1
129828,39,94,1,2
129829,67,67,0,1
129830,38,69,0,1
129831,77,46,1,4
129832,32,78,0,3
129833,63,77,1,4
129834,52,39,0,3
129835,25,88,0,2
129836,34,78,0,3
129837,60,77,0,2
129838,37,89,1,1
129839,66,26,0,1
129840,28,33,0,1
129841,73,39,1,3
129842,38,65,0,3
129843,67,82,1,4
129844,70,95,0,1
129845,71,72,0,1
129846,56,42,0,2
129847,78,81,1,4
129848,53,49,1,4
129849,65,91,0,3
129850,69,05,1,4
129851,42,66,1,3
129852,57,49,1,4
129853,29,77,1,4
129854,31,44,1,4
129855,69,67,0,1
129856,27,96,1,2
129857,41,13,1,3
129858,55,61,1,2
129859,30,77,1,2
129860,75,02,1,1
129861,63,52,0,1
129862,75,74,1,4
129863,73,90,1,1
129864,42,33,1,4
129865,41,58,1,1
129866,51,90,1,2
129867,56,89,1,2
129868,48,08,0,1
129869,27,67,0,1
129870,50,58,1,4
129871,38,94,1,3
129872,76,19,0,3
129873,56,82,1,4
129874,68,43,0,1
129875,74,45,0,1
129876,63,62,1,2
129877,68,35,0,2
129878,31,70,1,2
129879,54,10,1,1
129880,34,64,1,2
129881,59,58,1,4
129882,29,54,1,2
129883,43,48,0,4
129884,75,00,0,3
129885,29,67,1,3
129886,46,01,0,3
129887,47,76,1,2
129888,40,60,1,3
129889,47,91,1,4
129890,42,10,0,3
129891,48,49,1,2
129892,43,49,1,3
129893,69,05,1,2
129894,36,76,0,3
129895,64,84,0,3
129896,68,71,1,1
129897,37,53,0,1
129898,42,61,1,4
129899,77,26,1,4
129900,43,50,1,3
129901,72,45,1,4
129902,69,58,1,3
129903,61,30,1,3
129904,77,03,1,4
129905,73,93,0,3
129906,74,69,1,1
129907,41,84,0,1
129908,43,31,0,4
129909,37,56,0,4
129910,72,75,0,2
129911,64,57,1,4
129912,61,77,0,4
129913,51,61,1,3
129914,64,41,1,3
129915,64,41,1,2
129916,27,22,0,1
129917,70,47,1,3
129918,75,31,1,2
129919,31,91,1,4
129920,38,77,1,1
129921,55,61,0,2
129922,49,91,1,2
129923,31,94,0,4
129924,42,97,0,4
129925,44,90,0,4
129926,74,54,1,3
129927,39,25,1,1
129928,27,71,1,4
129929,67,60,1,4
129930,54,34,0,2
129931,61,98,1,2
129932,76,41,0,1
129933,26,60,0,1
129934,35,76,1,3
129935,50,79,1,2
129936,54,40,1,4
129937,67,75,0,1
129938,55,28,1,2
129939,50,92,0,4
129940,51,41,0,4
129941,25,91,1,1
129942,33,21,0,2
129943,57,77,0,4
129944,61,60,0,3
129945,43,50,0,3
129946,41,72,1,3
129947,73,25,0,1
129948,44,85,0,2
129949,73,40,1,3
129950,55,46,0,3
129951,72,44,1,2
129952,36,27,1,3
129953,79,38,1,3
129954,48,35,0,2
129955,41,20,1,4
129956,48,52,1,4
129957,71,38,1,2
129958,25,33,1,1
129959,38,70,1,1
129960,73,69,1,2
129961,78,26,1,4
129962,35,15,1,3
129963,52,44,0,1
129964,56,53,0,4
129965,39,67,1,3
129966,65,90,1,3
129967,59,25,0,3
129968,44,03,0,2
129969,47,28,0,4
129970,27,77,0,2
129971,72,19,1,1
129972,55,63,1,2
129973,31,64,1,3
129974,60,31,1,2
129975,68,42,1,3
129976,48,09,1,3
129977,44,61,0,2
129978,59,20,0,1
129979,33,86,1,1
129980,37,32,0,4
129981,53,64,1,3
129982,72,86,1,3
129983,79,87,0,3
129984,78,33,1,3
129985,64,20,1,3
129986,78,25,0,4
129987,40,80,1,3
129988,36,66,0,3
129989,51,10,1,2
129990,46,56,0,1
129991,50,76,1,2
129992,36,40,0,1
129993,63,50,1,4
129994,28,87,1,1
129995,43,41,0,1
129996,41,02,1,3
129997,79,50,1,2
129998,53,08,1,1
129999,62,08,1,1
130000,40,60,1,2
130001,45,89,1,4
130002,31,12,1,4
130003,49,77,0,4
130004,61,06,0,3
130005,32,23,1,3
130006,79,50,0,2
130007,60,80,0,2
130008,33,59,1,2
130009,49,08,0,4
130010,46,84,0,2
130011,76,09,1,1
130012,49,87,0,3
130013,25,83,0,1
130014,46,11,0,2
130015,70,41,0,3
130016,62,84,0,2
130017,43,94,1,1
130018,46,06,1,1
130019,35,55,0,4
130020,69,44,1,1
130021,75,82,1,4
130022,67,30,0,1
130023,72,61,1,1
130024,73,90,0,2
130025,54,13,1,1
130026,27,88,0,2
130027,35,00,0,4
130028,76,05,1,2
130029,40,93,0,2
130030,66,02,0,3
130031,66,64,0,4
130032,42,64,1,3
130033,46,87,0,1
130034,25,34,1,1
130035,55,74,0,3
130036,67,30,0,3
130037,31,83,1,3
130038,70,33,0,4
130039,62,80,1,3
130040,47,18,0,3
130041,54,46,1,1
130042,43,63,1,3
130043,73,85,0,2
130044,65,17,1,3
130045,29,53,1,2
130046,53,37,1,4
130047,33,76,0,4
130048,79,59,0,1
130049,45,43,0,3
130050,55,09,0,3
130051,36,71,1,2
130052,57,85,0,4
130053,70,42,0,2
130054,50,44,0,2
130055,65,11,1,4
130056,75,14,1,2
130057,61,77,0,3
130058,55,62,0,1
130059,61,84,0,4
130060,45,19,1,2
130061,68,43,1,4
130062,76,58,1,2
130063,30,90,0,2
130064,76,66,0,1
130065,50,59,1,3
130066,47,12,1,2
130067,60,41,0,1
130068,61,71,0,4
130069,63,50,0,3
130070,75,34,1,1
130071,69,07,1,2
130072,43,27,0,3
130073,28,00,1,2
130074,39,95,1,4
130075,64,94,0,1
130076,73,71,1,3
130077,55,42,0,4
130078,38,95,1,1
130079,79,93,0,2
130080,31,84,1,4
130081,75,23,1,4
130082,63,89,0,3
130083,39,25,1,4
130084,59,61,0,1
130085,71,55,1,3
130086,43,81,0,1
130087,45,68,1,2
130088,58,80,0,1
130089,71,70,1,2
130090,35,37,0,2
130091,76,86,0,3
130092,45,83,1,2
130093,74,49,0,4
130094,42,28,1,1
130095,25,95,0,3
130096,30,72,0,4
130097,37,34,0,2
130098,37,56,1,3
130099,31,24,0,1
130100,35,18,0,1
130101,45,43,0,1
130102,28,31,0,2
130103,25,83,0,1
130104,25,34,0,2
130105,76,09,1,2
130106,67,37,1,3
130107,78,36,0,3
130108,34,96,0,3
130109,32,04,0,4
130110,75,09,0,4
130111,28,05,1,3
130112,63,87,1,1
130113,60,36,1,3
130114,32,56,0,2
130115,37,93,1,1
130116,25,57,1,3
130117,77,21,0,3
130118,29,29,1,3
130119,67,37,0,4
130120,70,00,1,4
130121,72,28,1,4
130122,72,55,1,3
130123,39,19,0,2
130124,42,68,0,2
130125,33,34,0,1
130126,50,91,1,4
130127,62,57,0,3
130128,44,33,1,1
130129,60,93,1,1
130130,73,21,0,3
130131,68,80,0,4
130132,28,08,1,3
130133,40,52,0,4
130134,44,02,1,2
130135,48,45,0,1
130136,29,37,0,3
130137,72,58,0,1
130138,74,42,0,4
130139,56,85,0,1
130140,54,22,0,1
130141,25,09,1,2
130142,76,49,0,4
130143,40,32,0,1
130144,77,27,1,3
130145,57,25,1,2
130146,71,68,0,3
130147,65,14,1,4
130148,38,49,1,2
130149,25,62,1,1
130150,51,66,1,3
130151,31,26,0,1
130152,37,80,0,1
130153,33,51,1,2
130154,51,81,0,4
130155,39,33,0,4
130156,45,96,0,4
130157,28,36,0,3
130158,70,12,1,1
130159,60,10,0,4
130160,35,58,0,4
130161,76,03,0,2
130162,43,10,0,2
130163,65,65,0,3
130164,37,85,1,2
130165,76,16,0,1
130166,72,91,0,4
130167,55,40,0,2
130168,38,63,0,1
130169,76,51,0,1
130170,30,53,0,2
130171,65,33,0,2
130172,74,13,1,2
130173,58,33,0,2
130174,78,08,0,1
130175,44,70,0,2
130176,44,31,0,3
130177,33,14,0,1
130178,63,74,0,1
130179,71,34,0,4
130180,50,99,0,1
130181,61,96,1,1
130182,42,21,0,1
130183,37,10,1,4
130184,46,42,1,4
130185,36,55,1,2
130186,66,58,0,1
130187,51,32,1,4
130188,79,55,1,4
130189,45,40,0,3
130190,60,71,1,4
130191,52,75,0,2
130192,31,64,0,2
130193,59,95,1,1
130194,38,69,1,3
130195,64,23,1,3
130196,35,12,0,2
130197,36,24,1,1
130198,25,74,0,4
130199,46,94,1,2
130200,35,06,0,4
130201,79,77,0,2
130202,66,21,0,2
130203,53,25,0,4
130204,49,66,1,1
130205,35,73,1,4
130206,49,00,1,3
130207,44,29,1,4
130208,33,72,1,1
130209,55,13,1,3
130210,43,41,1,1
130211,30,59,1,4
130212,46,54,0,4
130213,49,57,1,3
130214,45,97,1,1
130215,59,89,0,3
130216,61,63,1,4
130217,73,06,1,2
130218,66,60,0,4
130219,68,56,1,1
130220,30,08,0,1
130221,53,44,0,3
130222,43,41,1,2
130223,56,29,1,3
130224,73,00,1,4
130225,31,35,0,1
130226,31,55,0,3
130227,63,32,0,4
130228,46,26,0,2
130229,40,22,0,2
130230,33,26,1,2
130231,32,75,0,1
130232,64,19,0,3
130233,26,10,0,1
130234,59,13,0,4
130235,76,05,1,1
130236,72,74,1,4
130237,57,09,0,4
130238,28,23,1,3
130239,39,00,0,4
130240,67,55,1,3
130241,56,60,0,4
130242,54,18,0,2
130243,30,85,1,3
130244,37,44,0,4
130245,53,62,0,4
130246,39,24,1,4
130247,57,70,1,1
130248,78,06,1,1
130249,63,26,0,1
130250,25,57,1,2
130251,76,18,1,4
130252,43,21,0,4
130253,42,18,1,4
130254,52,64,0,2
130255,73,07,1,4
130256,54,88,0,4
130257,75,69,1,4
130258,26,55,1,4
130259,39,45,1,3
130260,39,16,0,3
130261,72,18,1,4
130262,38,12,0,2
130263,36,83,1,2
130264,26,46,0,2
130265,47,91,0,2
130266,29,21,0,2
130267,76,79,0,4
130268,35,95,0,1
130269,35,49,1,3
130270,54,58,1,4
130271,79,27,0,2
130272,65,82,0,3
130273,72,82,0,3
130274,62,37,0,1
130275,60,05,0,4
130276,77,73,1,1
130277,65,37,0,1
130278,68,86,0,4
130279,72,95,0,1
130280,36,07,1,3
130281,72,74,0,3
130282,40,31,0,4
130283,52,24,1,3
130284,34,32,1,2
130285,52,68,0,4
130286,56,69,1,2
130287,68,08,1,2
130288,62,70,1,1
130289,70,46,0,3
130290,26,34,1,4
130291,74,47,0,4
130292,45,01,0,1
130293,75,50,0,3
130294,68,03,0,1
130295,46,06,0,1
130296,42,60,0,3
130297,69,81,0,2
130298,27,71,0,1
130299,49,44,0,3
130300,52,37,0,4
130301,54,12,0,3
130302,44,79,0,4
130303,55,97,1,3
130304,55,73,0,4
130305,38,08,0,3
130306,42,69,1,4
130307,62,16,1,1
