id,cantidad,fecha,operador
8945,165,2020/05/1,8945
8946,1044,2020/05/1,8946
8947,1715,2020/05/1,8947
8948,1833,2020/05/1,8948
8949,1890,2020/05/1,8949
8950,1569,2020/05/1,8950
8951,972,2020/05/1,8951
8952,1358,2020/05/1,8952
8953,1514,2020/05/1,8953
8954,1226,2020/05/1,8954
8955,1207,2020/05/1,8955
8956,499,2020/05/1,8956
8957,165,2020/05/1,8957
8958,1371,2020/05/1,8958
8959,1458,2020/05/1,8959
8960,496,2020/05/1,8960
8961,865,2020/05/1,8961
8962,729,2020/05/1,8962
8963,1656,2020/05/1,8963
8964,666,2020/05/1,8964
8965,86,2020/05/1,8965
8966,1620,2020/05/1,8966
8967,1509,2020/05/1,8967
8968,1182,2020/05/1,8968
8969,1930,2020/05/1,8969
8970,982,2020/05/1,8970
8971,1377,2020/05/1,8971
8972,752,2020/05/1,8972
8973,912,2020/05/1,8973
8974,1402,2020/05/1,8974
8975,451,2020/05/1,8975
8976,1863,2020/05/1,8976
8977,1641,2020/05/1,8977
8978,1568,2020/05/1,8978
8979,1039,2020/05/1,8979
8980,39,2020/05/1,8980
8981,644,2020/05/1,8981
8982,1754,2020/05/1,8982
8983,1315,2020/05/1,8983
8984,760,2020/05/1,8984
8985,1636,2020/05/1,8985
8986,1645,2020/05/1,8986
8987,949,2020/05/1,8987
8988,416,2020/05/1,8988
8989,984,2020/05/1,8989
8990,1227,2020/05/1,8990
8991,6,2020/05/1,8991
8992,1046,2020/05/1,8992
8993,356,2020/05/1,8993
8994,450,2020/05/1,8994
8995,1888,2020/05/1,8995
8996,43,2020/05/1,8996
8997,198,2020/05/1,8997
8998,1695,2020/05/1,8998
8999,1171,2020/05/1,8999
9000,1884,2020/05/1,9000
9001,420,2020/05/1,9001
9002,1057,2020/05/1,9002
9003,1042,2020/05/1,9003
9004,1942,2020/05/1,9004
9005,1974,2020/05/1,9005
9006,1358,2020/05/1,9006
9007,229,2020/05/1,9007
9008,288,2020/05/1,9008
9009,1891,2020/05/1,9009
9010,628,2020/05/1,9010
9011,310,2020/05/1,9011
9012,257,2020/05/1,9012
9013,208,2020/05/1,9013
9014,964,2020/05/1,9014
9015,532,2020/05/1,9015
9016,1364,2020/05/1,9016
9017,251,2020/05/1,9017
9018,1190,2020/05/1,9018
9019,1056,2020/05/1,9019
9020,1373,2020/05/1,9020
9021,1193,2020/05/1,9021
9022,1105,2020/05/1,9022
9023,1639,2020/05/1,9023
9024,1569,2020/05/1,9024
9025,266,2020/05/1,9025
9026,1458,2020/05/1,9026
9027,428,2020/05/1,9027
9028,774,2020/05/1,9028
9029,1830,2020/05/1,9029
9030,1056,2020/05/1,9030
9031,1684,2020/05/1,9031
9032,699,2020/05/1,9032
9033,1966,2020/05/1,9033
9034,402,2020/05/1,9034
9035,1388,2020/05/1,9035
9036,546,2020/05/1,9036
9037,1284,2020/05/1,9037
9038,229,2020/05/1,9038
9039,1124,2020/05/1,9039
9040,1432,2020/05/1,9040
9041,156,2020/05/1,9041
9042,274,2020/05/1,9042
9043,27,2020/05/1,9043
9044,181,2020/05/1,9044
9045,478,2020/05/1,9045
9046,1326,2020/05/1,9046
9047,85,2020/05/1,9047
9048,1502,2020/05/1,9048
9049,1467,2020/05/1,9049
9050,71,2020/05/1,9050
9051,985,2020/05/1,9051
9052,822,2020/05/1,9052
9053,1807,2020/05/1,9053
9054,558,2020/05/1,9054
9055,1449,2020/05/1,9055
9056,1991,2020/05/1,9056
9057,1068,2020/05/1,9057
9058,935,2020/05/1,9058
9059,870,2020/05/1,9059
9060,761,2020/05/1,9060
9061,1085,2020/05/1,9061
9062,1341,2020/05/1,9062
9063,1019,2020/05/1,9063
9064,1381,2020/05/1,9064
9065,1070,2020/05/1,9065
9066,1160,2020/05/1,9066
9067,394,2020/05/1,9067
9068,1616,2020/05/1,9068
9069,1688,2020/05/1,9069
9070,123,2020/05/1,9070
9071,485,2020/05/1,9071
9072,1668,2020/05/1,9072
9073,432,2020/05/1,9073
9074,1505,2020/05/1,9074
9075,256,2020/05/1,9075
9076,191,2020/05/1,9076
9077,595,2020/05/1,9077
9078,1303,2020/05/1,9078
9079,951,2020/05/1,9079
9080,1040,2020/05/1,9080
9081,1840,2020/05/1,9081
9082,1005,2020/05/1,9082
9083,600,2020/05/1,9083
9084,524,2020/05/1,9084
9085,1625,2020/05/1,9085
9086,440,2020/05/1,9086
9087,1423,2020/05/1,9087
9088,805,2020/05/1,9088
9089,879,2020/05/1,9089
9090,1797,2020/05/1,9090
9091,465,2020/05/1,9091
9092,1549,2020/05/1,9092
9093,1242,2020/05/1,9093
9094,1192,2020/05/1,9094
9095,960,2020/05/1,9095
9096,1681,2020/05/1,9096
9097,221,2020/05/1,9097
9098,1629,2020/05/1,9098
9099,1081,2020/05/1,9099
9100,1150,2020/05/1,9100
9101,950,2020/05/1,9101
9102,956,2020/05/1,9102
9103,726,2020/05/1,9103
9104,892,2020/05/1,9104
9105,645,2020/05/1,9105
9106,1702,2020/05/1,9106
9107,1067,2020/05/1,9107
9108,652,2020/05/1,9108
9109,1619,2020/05/1,9109
9110,367,2020/05/1,9110
9111,1714,2020/05/1,9111
9112,1501,2020/05/1,9112
9113,1685,2020/05/1,9113
9114,161,2020/05/1,9114
9115,1802,2020/05/1,9115
9116,199,2020/05/1,9116
9117,1970,2020/05/1,9117
9118,722,2020/05/1,9118
9119,1712,2020/05/1,9119
9120,1332,2020/05/1,9120
9121,1035,2020/05/1,9121
9122,1792,2020/05/1,9122
9123,354,2020/05/1,9123
9124,358,2020/05/1,9124
9125,1781,2020/05/1,9125
9126,541,2020/05/1,9126
9127,1022,2020/05/1,9127
9128,507,2020/05/1,9128
9129,372,2020/05/1,9129
9130,1033,2020/05/1,9130
9131,1100,2020/05/1,9131
9132,85,2020/05/1,9132
9133,565,2020/05/1,9133
9134,247,2020/05/1,9134
9135,422,2020/05/1,9135
9136,1701,2020/05/1,9136
9137,813,2020/05/1,9137
9138,9,2020/05/1,9138
9139,868,2020/05/1,9139
9140,606,2020/05/1,9140
9141,1103,2020/05/1,9141
9142,890,2020/05/1,9142
9143,181,2020/05/1,9143
9144,220,2020/05/1,9144
9145,732,2020/05/1,9145
9146,188,2020/05/1,9146
9147,66,2020/05/1,9147
9148,1103,2020/05/1,9148
9149,1890,2020/05/1,9149
9150,744,2020/05/1,9150
9151,773,2020/05/1,9151
9152,460,2020/05/1,9152
9153,1180,2020/05/1,9153
9154,1231,2020/05/1,9154
9155,1811,2020/05/1,9155
9156,100,2020/05/1,9156
9157,288,2020/05/1,9157
9158,163,2020/05/1,9158
9159,483,2020/05/1,9159
9160,398,2020/05/1,9160
9161,1892,2020/05/1,9161
9162,876,2020/05/1,9162
9163,555,2020/05/1,9163
9164,1826,2020/05/1,9164
9165,1430,2020/05/1,9165
9166,1095,2020/05/1,9166
9167,1225,2020/05/1,9167
9168,36,2020/05/1,9168
9169,1432,2020/05/1,9169
9170,1573,2020/05/1,9170
9171,552,2020/05/1,9171
9172,816,2020/05/1,9172
9173,257,2020/05/1,9173
9174,1904,2020/05/1,9174
9175,531,2020/05/1,9175
9176,1366,2020/05/1,9176
9177,1071,2020/05/1,9177
9178,1637,2020/05/1,9178
9179,468,2020/05/1,9179
9180,650,2020/05/1,9180
9181,879,2020/05/1,9181
9182,1032,2020/05/1,9182
9183,1721,2020/05/1,9183
9184,398,2020/05/1,9184
9185,160,2020/05/1,9185
9186,1531,2020/05/1,9186
9187,1506,2020/05/1,9187
9188,1574,2020/05/1,9188
9189,1520,2020/05/1,9189
9190,1329,2020/05/1,9190
9191,429,2020/05/1,9191
9192,1777,2020/05/1,9192
9193,1987,2020/05/1,9193
9194,812,2020/05/1,9194
9195,1032,2020/05/1,9195
9196,1969,2020/05/1,9196
9197,1472,2020/05/1,9197
9198,898,2020/05/1,9198
9199,1929,2020/05/1,9199
9200,361,2020/05/1,9200
9201,1207,2020/05/1,9201
9202,210,2020/05/1,9202
9203,694,2020/05/1,9203
9204,1365,2020/05/1,9204
9205,943,2020/05/1,9205
9206,1452,2020/05/1,9206
9207,905,2020/05/1,9207
9208,1217,2020/05/1,9208
9209,1957,2020/05/1,9209
9210,955,2020/05/1,9210
9211,1665,2020/05/1,9211
9212,791,2020/05/1,9212
9213,1358,2020/05/1,9213
9214,1150,2020/05/1,9214
9215,1611,2020/05/1,9215
9216,651,2020/05/1,9216
9217,1758,2020/05/1,9217
9218,1314,2020/05/1,9218
9219,388,2020/05/1,9219
9220,88,2020/05/1,9220
9221,1917,2020/05/1,9221
9222,1052,2020/05/1,9222
9223,735,2020/05/1,9223
9224,1712,2020/05/1,9224
9225,1572,2020/05/1,9225
9226,1746,2020/05/1,9226
9227,1589,2020/05/1,9227
9228,1106,2020/05/1,9228
9229,1909,2020/05/1,9229
9230,1610,2020/05/1,9230
9231,414,2020/05/1,9231
9232,1403,2020/05/1,9232
9233,528,2020/05/1,9233
9234,1453,2020/05/1,9234
9235,625,2020/05/1,9235
9236,1435,2020/05/1,9236
9237,1351,2020/05/1,9237
9238,1224,2020/05/1,9238
9239,1625,2020/05/1,9239
9240,1128,2020/05/1,9240
9241,1836,2020/05/1,9241
9242,598,2020/05/1,9242
9243,1027,2020/05/1,9243
9244,801,2020/05/1,9244
9245,1176,2020/05/1,9245
9246,314,2020/05/1,9246
9247,315,2020/05/1,9247
9248,1760,2020/05/1,9248
9249,992,2020/05/1,9249
9250,845,2020/05/1,9250
9251,241,2020/05/1,9251
9252,244,2020/05/1,9252
9253,152,2020/05/1,9253
9254,1089,2020/05/1,9254
9255,1793,2020/05/1,9255
9256,1816,2020/05/1,9256
9257,190,2020/05/1,9257
9258,1684,2020/05/1,9258
9259,441,2020/05/1,9259
9260,713,2020/05/1,9260
9261,482,2020/05/1,9261
9262,156,2020/05/1,9262
9263,1328,2020/05/1,9263
9264,294,2020/05/1,9264
9265,1393,2020/05/1,9265
9266,634,2020/05/1,9266
9267,1882,2020/05/1,9267
9268,1121,2020/05/1,9268
9269,1624,2020/05/1,9269
9270,1097,2020/05/1,9270
9271,1813,2020/05/1,9271
9272,525,2020/05/1,9272
9273,1404,2020/05/1,9273
9274,624,2020/05/1,9274
9275,1361,2020/05/1,9275
9276,1008,2020/05/1,9276
9277,1508,2020/05/1,9277
9278,1639,2020/05/1,9278
9279,968,2020/05/1,9279
9280,313,2020/05/1,9280
9281,1734,2020/05/1,9281
9282,651,2020/05/1,9282
9283,404,2020/05/1,9283
9284,797,2020/05/1,9284
9285,684,2020/05/1,9285
9286,1040,2020/05/1,9286
9287,1536,2020/05/1,9287
9288,1146,2020/05/1,9288
9289,1787,2020/05/1,9289
9290,1307,2020/05/1,9290
9291,746,2020/05/1,9291
9292,518,2020/05/1,9292
9293,1624,2020/05/1,9293
9294,1621,2020/05/1,9294
9295,824,2020/05/1,9295
9296,600,2020/05/1,9296
9297,1579,2020/05/1,9297
9298,286,2020/05/1,9298
9299,533,2020/05/1,9299
9300,1347,2020/05/1,9300
9301,1698,2020/05/1,9301
9302,3,2020/05/1,9302
9303,932,2020/05/1,9303
9304,255,2020/05/1,9304
9305,1689,2020/05/1,9305
9306,1292,2020/05/1,9306
9307,637,2020/05/1,9307
9308,1441,2020/05/1,9308
9309,1761,2020/05/1,9309
9310,1015,2020/05/1,9310
9311,805,2020/05/1,9311
9312,698,2020/05/1,9312
9313,1369,2020/05/1,9313
9314,407,2020/05/1,9314
9315,1243,2020/05/1,9315
9316,351,2020/05/1,9316
9317,868,2020/05/1,9317
9318,1603,2020/05/1,9318
9319,754,2020/05/1,9319
9320,1228,2020/05/1,9320
9321,1924,2020/05/1,9321
9322,1511,2020/05/1,9322
9323,1428,2020/05/1,9323
9324,7,2020/05/1,9324
9325,1449,2020/05/1,9325
9326,223,2020/05/1,9326
9327,1702,2020/05/1,9327
9328,76,2020/05/1,9328
9329,834,2020/05/1,9329
9330,1583,2020/05/1,9330
9331,1627,2020/05/1,9331
9332,1876,2020/05/1,9332
9333,1439,2020/05/1,9333
9334,1378,2020/05/1,9334
9335,569,2020/05/1,9335
9336,1432,2020/05/1,9336
9337,976,2020/05/1,9337
9338,1549,2020/05/1,9338
9339,31,2020/05/1,9339
9340,1940,2020/05/1,9340
9341,1935,2020/05/1,9341
9342,837,2020/05/1,9342
9343,1564,2020/05/1,9343
9344,458,2020/05/1,9344
9345,1832,2020/05/1,9345
9346,589,2020/05/1,9346
9347,1819,2020/05/1,9347
9348,1528,2020/05/1,9348
9349,1919,2020/05/1,9349
9350,1129,2020/05/1,9350
9351,1570,2020/05/1,9351
9352,1210,2020/05/1,9352
9353,502,2020/05/1,9353
9354,72,2020/05/1,9354
9355,1563,2020/05/1,9355
9356,1877,2020/05/1,9356
9357,1110,2020/05/1,9357
9358,208,2020/05/1,9358
9359,482,2020/05/1,9359
9360,1966,2020/05/1,9360
9361,285,2020/05/1,9361
9362,300,2020/05/1,9362
9363,1556,2020/05/1,9363
9364,308,2020/05/1,9364
9365,100,2020/05/1,9365
9366,937,2020/05/1,9366
9367,1030,2020/05/1,9367
9368,150,2020/05/1,9368
9369,731,2020/05/1,9369
9370,717,2020/05/1,9370
9371,1753,2020/05/1,9371
9372,1317,2020/05/1,9372
9373,1776,2020/05/1,9373
9374,1994,2020/05/1,9374
9375,1903,2020/05/1,9375
9376,78,2020/05/1,9376
9377,326,2020/05/1,9377
9378,1042,2020/05/1,9378
9379,1063,2020/05/1,9379
9380,1185,2020/05/1,9380
9381,459,2020/05/1,9381
9382,1514,2020/05/1,9382
9383,1970,2020/05/1,9383
9384,365,2020/05/1,9384
9385,1084,2020/05/1,9385
9386,1009,2020/05/1,9386
9387,1212,2020/05/1,9387
9388,1496,2020/05/1,9388
9389,1001,2020/05/1,9389
9390,111,2020/05/1,9390
9391,1961,2020/05/1,9391
9392,1963,2020/05/1,9392
9393,219,2020/05/1,9393
9394,25,2020/05/1,9394
9395,438,2020/05/1,9395
9396,335,2020/05/1,9396
9397,115,2020/05/1,9397
9398,828,2020/05/1,9398
9399,1910,2020/05/1,9399
9400,776,2020/05/1,9400
9401,1096,2020/05/1,9401
9402,584,2020/05/1,9402
9403,1878,2020/05/1,9403
9404,280,2020/05/1,9404
9405,1155,2020/05/1,9405
9406,187,2020/05/1,9406
9407,1399,2020/05/1,9407
9408,464,2020/05/1,9408
9409,1432,2020/05/1,9409
9410,650,2020/05/1,9410
9411,1862,2020/05/1,9411
9412,1176,2020/05/1,9412
9413,1933,2020/05/1,9413
9414,609,2020/05/1,9414
9415,1776,2020/05/1,9415
9416,1896,2020/05/1,9416
9417,1098,2020/05/1,9417
9418,781,2020/05/1,9418
9419,1308,2020/05/1,9419
9420,794,2020/05/1,9420
9421,677,2020/05/1,9421
9422,366,2020/05/1,9422
9423,282,2020/05/1,9423
9424,1968,2020/05/1,9424
9425,310,2020/05/1,9425
9426,1658,2020/05/1,9426
9427,1468,2020/05/1,9427
9428,558,2020/05/1,9428
9429,633,2020/05/1,9429
9430,1925,2020/05/1,9430
9431,593,2020/05/1,9431
9432,1290,2020/05/1,9432
9433,1723,2020/05/1,9433
9434,806,2020/05/1,9434
9435,713,2020/05/1,9435
9436,206,2020/05/1,9436
9437,1108,2020/05/1,9437
9438,721,2020/05/1,9438
9439,1872,2020/05/1,9439
9440,40,2020/05/1,9440
9441,591,2020/05/1,9441
9442,874,2020/05/1,9442
9443,1735,2020/05/1,9443
9444,165,2020/05/1,9444
9445,1742,2020/05/1,9445
9446,1487,2020/05/1,9446
9447,117,2020/05/1,9447
9448,18,2020/05/1,9448
9449,159,2020/05/1,9449
9450,529,2020/05/1,9450
9451,1265,2020/05/1,9451
9452,463,2020/05/1,9452
9453,638,2020/05/1,9453
9454,1137,2020/05/1,9454
9455,1557,2020/05/1,9455
9456,1861,2020/05/1,9456
9457,1806,2020/05/1,9457
9458,425,2020/05/1,9458
9459,1274,2020/05/1,9459
9460,1767,2020/05/1,9460
9461,770,2020/05/1,9461
9462,1108,2020/05/1,9462
9463,559,2020/05/1,9463
9464,1657,2020/05/1,9464
9465,566,2020/05/1,9465
9466,1100,2020/05/1,9466
9467,618,2020/05/1,9467
9468,1163,2020/05/1,9468
9469,1482,2020/05/1,9469
9470,648,2020/05/1,9470
9471,1130,2020/05/1,9471
9472,187,2020/05/1,9472
9473,448,2020/05/1,9473
9474,1605,2020/05/1,9474
9475,1381,2020/05/1,9475
9476,222,2020/05/1,9476
9477,1786,2020/05/1,9477
9478,181,2020/05/1,9478
9479,1954,2020/05/1,9479
9480,126,2020/05/1,9480
9481,167,2020/05/1,9481
9482,1288,2020/05/1,9482
9483,249,2020/05/1,9483
9484,756,2020/05/1,9484
9485,6,2020/05/1,9485
9486,129,2020/05/1,9486
9487,289,2020/05/1,9487
9488,1876,2020/05/1,9488
9489,1906,2020/05/1,9489
9490,1129,2020/05/1,9490
9491,539,2020/05/1,9491
9492,1865,2020/05/1,9492
9493,1543,2020/05/1,9493
9494,1619,2020/05/1,9494
9495,1189,2020/05/1,9495
9496,726,2020/05/1,9496
9497,734,2020/05/1,9497
9498,1090,2020/05/1,9498
9499,1134,2020/05/1,9499
9500,1993,2020/05/1,9500
9501,1552,2020/05/1,9501
9502,1633,2020/05/1,9502
9503,1735,2020/05/1,9503
9504,1507,2020/05/1,9504
9505,1213,2020/05/1,9505
9506,1494,2020/05/1,9506
9507,1297,2020/05/1,9507
9508,708,2020/05/1,9508
9509,323,2020/05/1,9509
9510,1281,2020/05/1,9510
9511,824,2020/05/1,9511
9512,1949,2020/05/1,9512
9513,28,2020/05/1,9513
9514,1182,2020/05/1,9514
9515,1865,2020/05/1,9515
9516,1261,2020/05/1,9516
9517,104,2020/05/1,9517
9518,1365,2020/05/1,9518
9519,294,2020/05/1,9519
9520,376,2020/05/1,9520
9521,447,2020/05/1,9521
9522,222,2020/05/1,9522
9523,639,2020/05/1,9523
9524,136,2020/05/1,9524
9525,1749,2020/05/1,9525
9526,1030,2020/05/1,9526
9527,835,2020/05/1,9527
9528,1906,2020/05/1,9528
9529,1988,2020/05/1,9529
9530,1971,2020/05/1,9530
9531,864,2020/05/1,9531
9532,1722,2020/05/1,9532
9533,708,2020/05/1,9533
9534,901,2020/05/1,9534
9535,1997,2020/05/1,9535
9536,1209,2020/05/1,9536
9537,613,2020/05/1,9537
9538,20,2020/05/1,9538
9539,975,2020/05/1,9539
9540,1830,2020/05/1,9540
9541,1222,2020/05/1,9541
9542,478,2020/05/1,9542
9543,1295,2020/05/1,9543
9544,167,2020/05/1,9544
9545,152,2020/05/1,9545
9546,1675,2020/05/1,9546
9547,1561,2020/05/1,9547
9548,1697,2020/05/1,9548
9549,1913,2020/05/1,9549
9550,1557,2020/05/1,9550
9551,1137,2020/05/1,9551
9552,972,2020/05/1,9552
9553,1601,2020/05/1,9553
9554,204,2020/05/1,9554
9555,1473,2020/05/1,9555
9556,1164,2020/05/1,9556
9557,1745,2020/05/1,9557
9558,1357,2020/05/1,9558
9559,582,2020/05/1,9559
9560,1947,2020/05/1,9560
9561,1215,2020/05/1,9561
9562,570,2020/05/1,9562
9563,1072,2020/05/1,9563
9564,766,2020/05/1,9564
9565,1834,2020/05/1,9565
9566,544,2020/05/1,9566
9567,1135,2020/05/1,9567
9568,1017,2020/05/1,9568
9569,1061,2020/05/1,9569
9570,398,2020/05/1,9570
9571,1725,2020/05/1,9571
9572,877,2020/05/1,9572
9573,1463,2020/05/1,9573
9574,1352,2020/05/1,9574
9575,290,2020/05/1,9575
9576,613,2020/05/1,9576
9577,1318,2020/05/1,9577
9578,264,2020/05/1,9578
9579,1713,2020/05/1,9579
9580,38,2020/05/1,9580
9581,325,2020/05/1,9581
9582,1379,2020/05/1,9582
9583,112,2020/05/1,9583
9584,357,2020/05/1,9584
9585,756,2020/05/1,9585
9586,1216,2020/05/1,9586
9587,210,2020/05/1,9587
9588,1785,2020/05/1,9588
9589,1616,2020/05/1,9589
9590,1640,2020/05/1,9590
9591,1630,2020/05/1,9591
9592,774,2020/05/1,9592
9593,1139,2020/05/1,9593
9594,1473,2020/05/1,9594
9595,32,2020/05/1,9595
9596,264,2020/05/1,9596
9597,1406,2020/05/1,9597
9598,1120,2020/05/1,9598
9599,942,2020/05/1,9599
9600,895,2020/05/1,9600
9601,1417,2020/05/1,9601
9602,1429,2020/05/1,9602
9603,1345,2020/05/1,9603
9604,54,2020/05/1,9604
9605,1641,2020/05/1,9605
9606,132,2020/05/1,9606
9607,1158,2020/05/1,9607
9608,554,2020/05/1,9608
9609,1392,2020/05/1,9609
9610,1752,2020/05/1,9610
9611,331,2020/05/1,9611
9612,640,2020/05/1,9612
9613,1621,2020/05/1,9613
9614,1998,2020/05/1,9614
9615,691,2020/05/1,9615
9616,21,2020/05/1,9616
9617,459,2020/05/1,9617
9618,308,2020/05/1,9618
9619,291,2020/05/1,9619
9620,1711,2020/05/1,9620
9621,1002,2020/05/1,9621
9622,748,2020/05/1,9622
9623,789,2020/05/1,9623
9624,436,2020/05/1,9624
9625,576,2020/05/1,9625
9626,69,2020/05/1,9626
9627,713,2020/05/1,9627
9628,1690,2020/05/1,9628
9629,586,2020/05/1,9629
9630,719,2020/05/1,9630
9631,1780,2020/05/1,9631
9632,45,2020/05/1,9632
9633,635,2020/05/1,9633
9634,889,2020/05/1,9634
9635,781,2020/05/1,9635
9636,1411,2020/05/1,9636
9637,778,2020/05/1,9637
9638,1382,2020/05/1,9638
9639,29,2020/05/1,9639
9640,1248,2020/05/1,9640
9641,1120,2020/05/1,9641
9642,740,2020/05/1,9642
9643,1564,2020/05/1,9643
9644,1383,2020/05/1,9644
9645,1938,2020/05/1,9645
9646,1900,2020/05/1,9646
9647,896,2020/05/1,9647
9648,1308,2020/05/1,9648
9649,298,2020/05/1,9649
9650,72,2020/05/1,9650
9651,1665,2020/05/1,9651
9652,1001,2020/05/1,9652
9653,1190,2020/05/1,9653
9654,1773,2020/05/1,9654
9655,341,2020/05/1,9655
9656,1985,2020/05/1,9656
9657,1493,2020/05/1,9657
9658,756,2020/05/1,9658
9659,1502,2020/05/1,9659
9660,1269,2020/05/1,9660
9661,265,2020/05/1,9661
9662,1576,2020/05/1,9662
9663,1468,2020/05/1,9663
9664,1561,2020/05/1,9664
9665,441,2020/05/1,9665
9666,556,2020/05/1,9666
9667,1143,2020/05/1,9667
9668,1455,2020/05/1,9668
9669,1604,2020/05/1,9669
9670,298,2020/05/1,9670
9671,568,2020/05/1,9671
9672,1793,2020/05/1,9672
9673,273,2020/05/1,9673
9674,1713,2020/05/1,9674
9675,1490,2020/05/1,9675
9676,243,2020/05/1,9676
9677,367,2020/05/1,9677
9678,1660,2020/05/1,9678
9679,1060,2020/05/1,9679
9680,1701,2020/05/1,9680
9681,785,2020/05/1,9681
9682,778,2020/05/1,9682
9683,297,2020/05/1,9683
9684,1896,2020/05/1,9684
9685,976,2020/05/1,9685
9686,1708,2020/05/1,9686
9687,384,2020/05/1,9687
9688,595,2020/05/1,9688
9689,1471,2020/05/1,9689
9690,708,2020/05/1,9690
9691,1832,2020/05/1,9691
9692,144,2020/05/1,9692
9693,297,2020/05/1,9693
9694,806,2020/05/1,9694
9695,1262,2020/05/1,9695
9696,458,2020/05/1,9696
9697,1446,2020/05/1,9697
9698,343,2020/05/1,9698
9699,1250,2020/05/1,9699
9700,1277,2020/05/1,9700
9701,993,2020/05/1,9701
9702,1090,2020/05/1,9702
9703,900,2020/05/1,9703
9704,1663,2020/05/1,9704
9705,1037,2020/05/1,9705
9706,1007,2020/05/1,9706
9707,618,2020/05/1,9707
9708,393,2020/05/1,9708
9709,1856,2020/05/1,9709
9710,1799,2020/05/1,9710
9711,1284,2020/05/1,9711
9712,1599,2020/05/1,9712
9713,153,2020/05/1,9713
9714,415,2020/05/1,9714
9715,1296,2020/05/1,9715
9716,1618,2020/05/1,9716
9717,1614,2020/05/1,9717
9718,1623,2020/05/1,9718
9719,516,2020/05/1,9719
9720,1751,2020/05/1,9720
9721,1217,2020/05/1,9721
9722,229,2020/05/1,9722
9723,1915,2020/05/1,9723
9724,1315,2020/05/1,9724
9725,796,2020/05/1,9725
9726,1175,2020/05/1,9726
9727,1725,2020/05/1,9727
9728,1711,2020/05/1,9728
9729,1425,2020/05/1,9729
9730,1983,2020/05/1,9730
9731,101,2020/05/1,9731
9732,1862,2020/05/1,9732
9733,1257,2020/05/1,9733
9734,1385,2020/05/1,9734
9735,1532,2020/05/1,9735
9736,1448,2020/05/1,9736
9737,537,2020/05/1,9737
9738,1841,2020/05/1,9738
9739,1650,2020/05/1,9739
9740,278,2020/05/1,9740
9741,1416,2020/05/1,9741
9742,92,2020/05/1,9742
9743,269,2020/05/1,9743
9744,663,2020/05/1,9744
9745,837,2020/05/1,9745
9746,825,2020/05/1,9746
9747,735,2020/05/1,9747
9748,1890,2020/05/1,9748
9749,1135,2020/05/1,9749
9750,1670,2020/05/1,9750
9751,1556,2020/05/1,9751
9752,1251,2020/05/1,9752
9753,1222,2020/05/1,9753
9754,429,2020/05/1,9754
9755,678,2020/05/1,9755
9756,1966,2020/05/1,9756
9757,743,2020/05/1,9757
9758,1102,2020/05/1,9758
9759,693,2020/05/1,9759
9760,1390,2020/05/1,9760
9761,338,2020/05/1,9761
9762,1256,2020/05/1,9762
9763,617,2020/05/1,9763
9764,8,2020/05/1,9764
9765,440,2020/05/1,9765
9766,770,2020/05/1,9766
9767,865,2020/05/1,9767
9768,858,2020/05/1,9768
9769,1832,2020/05/1,9769
9770,1960,2020/05/1,9770
9771,1679,2020/05/1,9771
9772,86,2020/05/1,9772
9773,1711,2020/05/1,9773
9774,1130,2020/05/1,9774
9775,1166,2020/05/1,9775
9776,1961,2020/05/1,9776
9777,590,2020/05/1,9777
9778,497,2020/05/1,9778
9779,1595,2020/05/1,9779
9780,802,2020/05/1,9780
9781,914,2020/05/1,9781
9782,1551,2020/05/1,9782
9783,1983,2020/05/1,9783
9784,40,2020/05/1,9784
9785,1266,2020/05/1,9785
9786,1580,2020/05/1,9786
9787,59,2020/05/1,9787
9788,1713,2020/05/1,9788
9789,344,2020/05/1,9789
9790,268,2020/05/1,9790
9791,1073,2020/05/1,9791
9792,1308,2020/05/1,9792
9793,1004,2020/05/1,9793
9794,662,2020/05/1,9794
9795,956,2020/05/1,9795
9796,1902,2020/05/1,9796
9797,318,2020/05/1,9797
9798,1228,2020/05/1,9798
9799,503,2020/05/1,9799
9800,1412,2020/05/1,9800
9801,1204,2020/05/1,9801
9802,1775,2020/05/1,9802
9803,394,2020/05/1,9803
9804,1805,2020/05/1,9804
9805,531,2020/05/1,9805
9806,815,2020/05/1,9806
9807,926,2020/05/1,9807
9808,684,2020/05/1,9808
9809,320,2020/05/1,9809
9810,896,2020/05/1,9810
9811,1864,2020/05/1,9811
9812,935,2020/05/1,9812
9813,1679,2020/05/1,9813
9814,1186,2020/05/1,9814
9815,573,2020/05/1,9815
9816,1716,2020/05/1,9816
9817,377,2020/05/1,9817
9818,1353,2020/05/1,9818
9819,1338,2020/05/1,9819
9820,1165,2020/05/1,9820
9821,76,2020/05/1,9821
9822,884,2020/05/1,9822
9823,823,2020/05/1,9823
9824,1681,2020/05/1,9824
9825,945,2020/05/1,9825
9826,1546,2020/05/1,9826
9827,638,2020/05/1,9827
9828,844,2020/05/1,9828
9829,1650,2020/05/1,9829
9830,1608,2020/05/1,9830
9831,1585,2020/05/1,9831
9832,360,2020/05/1,9832
9833,169,2020/05/1,9833
9834,1087,2020/05/1,9834
9835,1527,2020/05/1,9835
9836,609,2020/05/1,9836
9837,1557,2020/05/1,9837
9838,145,2020/05/1,9838
9839,776,2020/05/1,9839
9840,593,2020/05/1,9840
9841,1935,2020/05/1,9841
9842,1790,2020/05/1,9842
9843,1377,2020/05/1,9843
9844,1547,2020/05/1,9844
