id,tipo_hoteleria,hora_apertura,hora_cierre
6478,HOTEL,9:52:49,21:56:59
6479,HOSTAL,5:19:45,13:51:00
6480,HOTEL,10:53:27,22:33:27
6481,HOTEL,8:29:27,17:06:28
6482,HOTEL,1:53:38,14:53:06
6483,HOTEL,5:41:34,18:29:10
6484,HOSTAL,10:13:35,21:12:08
6485,HOSTAL,5:29:36,21:51:43
6486,HOTEL,0:56:50,13:43:13
6487,HOTEL,4:22:53,19:32:15
6488,HOSTAL,2:27:48,13:02:32
6489,HOTEL,10:09:40,13:26:59
6490,HOSTAL,9:06:15,22:04:41
6491,HOSTAL,9:10:11,17:51:14
6492,HOSTAL,2:36:41,22:58:59
6493,HOTEL,11:04:55,16:51:15
6494,HOSTAL,4:32:22,19:31:08
6495,HOSTAL,7:47:54,22:49:59
6496,HOSTAL,5:06:14,15:05:20
6497,HOTEL,11:54:38,20:36:26
6498,HOTEL,8:07:20,23:35:56
6499,HOSTAL,0:19:17,21:52:20
6500,HOTEL,0:27:00,19:48:03
6501,HOTEL,7:08:19,21:00:59
6502,HOTEL,10:53:33,21:30:30
6503,HOSTAL,8:35:14,17:00:51
6504,HOSTAL,11:14:26,21:25:38
6505,HOTEL,1:49:13,17:20:47
6506,HOTEL,5:09:07,13:18:34
6507,HOTEL,4:16:37,22:02:35
6508,HOTEL,4:32:46,22:14:46
6509,HOTEL,11:43:04,19:33:28
6510,HOSTAL,0:04:30,21:15:38
6511,HOSTAL,1:31:58,18:12:03
6512,HOTEL,1:49:02,21:51:01
6513,HOTEL,11:12:33,22:58:59
6514,HOSTAL,1:14:57,16:26:19
6515,HOSTAL,7:16:24,15:22:23
6516,HOTEL,4:32:07,23:32:17
6517,HOTEL,5:51:55,18:56:57
6518,HOSTAL,10:04:23,15:46:37
6519,HOSTAL,5:23:05,15:19:19
6520,HOTEL,5:12:40,13:34:10
6521,HOSTAL,3:04:09,16:32:03
6522,HOTEL,11:01:27,19:52:50
6523,HOSTAL,11:07:29,22:27:06
6524,HOSTAL,3:06:42,23:19:26
6525,HOSTAL,11:14:39,23:27:42
6526,HOTEL,0:16:40,17:20:57
6527,HOTEL,4:32:34,23:12:15
6528,HOTEL,6:33:21,22:24:35
6529,HOSTAL,0:29:08,22:09:12
6530,HOTEL,3:44:40,17:01:05
6531,HOTEL,3:56:55,20:45:47
6532,HOSTAL,10:38:26,14:03:29
6533,HOSTAL,2:38:47,15:00:15
6534,HOSTAL,8:32:15,22:01:40
6535,HOTEL,4:46:45,20:37:13
6536,HOSTAL,1:45:58,23:16:52
6537,HOSTAL,6:44:56,20:33:02
6538,HOSTAL,11:31:41,13:42:01
6539,HOSTAL,3:08:02,17:56:46
6540,HOSTAL,4:23:45,14:47:44
6541,HOTEL,7:14:54,23:10:17
6542,HOTEL,10:11:33,18:13:16
6543,HOSTAL,5:58:11,17:58:11
6544,HOSTAL,0:38:52,19:50:15
6545,HOTEL,8:35:39,18:04:57
6546,HOSTAL,1:43:50,19:06:22
6547,HOSTAL,5:15:55,18:06:31
6548,HOSTAL,9:27:49,22:16:01
6549,HOSTAL,6:36:25,19:18:05
6550,HOTEL,10:21:08,19:02:54
6551,HOSTAL,9:17:40,18:19:56
6552,HOSTAL,8:30:51,13:13:00
6553,HOSTAL,2:45:40,18:35:43
6554,HOTEL,2:39:25,15:21:45
6555,HOSTAL,2:49:49,13:58:03
6556,HOTEL,5:14:43,19:45:33
6557,HOTEL,3:38:29,13:29:31
6558,HOTEL,6:05:09,20:31:09
6559,HOSTAL,10:55:54,23:09:26
6560,HOTEL,7:33:34,13:47:14
6561,HOTEL,8:05:19,13:15:42
6562,HOSTAL,5:00:12,18:27:31
6563,HOTEL,4:04:32,20:55:52
6564,HOTEL,7:25:32,19:24:17
6565,HOSTAL,3:35:05,23:57:08
6566,HOSTAL,4:06:40,14:50:11
6567,HOSTAL,0:11:42,22:28:17
6568,HOSTAL,10:00:18,16:58:58
6569,HOSTAL,10:18:58,23:14:25
6570,HOTEL,5:20:49,14:45:18
6571,HOSTAL,6:31:22,15:19:46
6572,HOTEL,7:52:37,20:06:03
6573,HOSTAL,4:27:23,13:13:03
6574,HOTEL,0:09:03,14:54:00
6575,HOTEL,0:52:30,22:01:23
6576,HOTEL,7:40:05,20:35:27
6577,HOTEL,10:12:19,15:51:59
6578,HOTEL,4:59:57,18:39:37
6579,HOTEL,8:27:14,22:30:24
6580,HOTEL,2:08:50,19:42:37
6581,HOTEL,0:13:03,18:13:50
6582,HOTEL,8:09:38,22:54:53
6583,HOTEL,7:53:49,19:27:18
6584,HOSTAL,0:59:08,13:26:20
6585,HOSTAL,11:08:10,20:48:27
6586,HOSTAL,4:44:57,17:16:17
6587,HOTEL,10:24:35,21:16:31
6588,HOSTAL,10:52:43,14:04:44
6589,HOTEL,3:45:27,20:19:30
6590,HOSTAL,7:30:06,16:10:36
6591,HOTEL,8:59:12,15:16:20
6592,HOSTAL,8:55:42,14:12:36
6593,HOSTAL,7:46:07,19:33:54
6594,HOSTAL,1:26:10,22:44:47
6595,HOTEL,8:06:46,17:09:55
6596,HOSTAL,4:17:16,15:06:02
6597,HOTEL,7:51:54,20:28:41
6598,HOTEL,7:29:49,13:37:00
6599,HOTEL,10:41:41,17:15:32
6600,HOSTAL,5:03:59,21:33:06
6601,HOTEL,9:11:08,21:39:01
6602,HOSTAL,10:56:30,18:50:35
6603,HOTEL,8:44:24,17:52:01
6604,HOTEL,7:37:11,13:59:15
6605,HOTEL,2:55:59,23:47:19
6606,HOSTAL,10:04:13,14:07:04
6607,HOSTAL,9:03:28,23:11:30
6608,HOSTAL,10:51:44,14:17:06
6609,HOSTAL,6:41:10,14:58:13
6610,HOSTAL,6:01:09,21:28:49
6611,HOSTAL,3:20:20,23:05:10
6612,HOSTAL,2:47:30,13:35:56
6613,HOSTAL,8:23:41,15:16:35
6614,HOSTAL,7:51:55,22:25:22
6615,HOTEL,7:08:32,17:15:10
6616,HOSTAL,2:28:15,15:29:54
6617,HOSTAL,2:49:11,21:33:35
6618,HOTEL,10:58:00,14:52:06
6619,HOSTAL,8:43:38,22:51:57
6620,HOSTAL,8:35:56,17:42:25
6621,HOSTAL,10:06:30,23:12:23
6622,HOTEL,3:21:49,17:45:59
6623,HOSTAL,4:42:07,18:08:05
6624,HOTEL,0:39:53,18:35:35
6625,HOSTAL,7:16:09,20:23:47
6626,HOSTAL,6:42:17,22:13:15
6627,HOTEL,10:08:58,16:43:04
6628,HOTEL,3:33:50,13:37:17
6629,HOSTAL,3:57:08,17:09:54
6630,HOTEL,8:44:19,13:37:08
6631,HOTEL,5:30:54,23:14:21
6632,HOTEL,3:00:22,14:12:42
6633,HOSTAL,8:29:38,20:17:43
6634,HOSTAL,2:03:40,19:27:27
6635,HOSTAL,7:54:50,16:17:34
6636,HOSTAL,0:37:30,18:16:48
6637,HOTEL,5:42:05,23:18:45
6638,HOSTAL,4:22:55,20:35:19
6639,HOSTAL,3:20:23,15:30:01
6640,HOTEL,5:37:59,23:52:05
6641,HOSTAL,10:38:06,14:04:24
6642,HOSTAL,3:28:17,13:07:46
6643,HOTEL,8:32:20,21:23:25
6644,HOSTAL,9:44:18,21:44:07
6645,HOSTAL,2:40:49,15:10:37
6646,HOSTAL,8:10:11,19:42:49
6647,HOSTAL,4:11:44,14:51:54
6648,HOSTAL,5:39:45,23:37:17
6649,HOTEL,7:39:33,22:52:24
6650,HOTEL,10:50:53,16:46:50
6651,HOTEL,3:02:11,20:48:03
6652,HOSTAL,0:58:53,15:31:48
6653,HOSTAL,10:57:14,22:08:46
6654,HOSTAL,3:38:05,21:57:36
6655,HOSTAL,11:34:08,18:00:32
6656,HOTEL,1:44:17,22:28:52
6657,HOSTAL,10:43:44,19:37:10
6658,HOSTAL,3:47:08,19:21:39
6659,HOTEL,4:31:39,21:03:50
6660,HOTEL,1:12:58,21:11:43
6661,HOTEL,2:26:20,22:06:39
6662,HOTEL,1:12:26,18:50:50
6663,HOTEL,8:12:31,14:56:45
6664,HOTEL,5:12:49,19:54:00
6665,HOTEL,9:43:07,21:28:49
6666,HOSTAL,10:52:13,21:06:34
6667,HOSTAL,6:35:31,18:25:36
6668,HOTEL,9:53:23,18:31:01
6669,HOSTAL,9:30:09,21:06:51
6670,HOTEL,9:56:35,16:17:16
6671,HOTEL,10:05:52,19:22:41
6672,HOSTAL,3:33:11,13:36:39
6673,HOSTAL,5:01:50,16:11:27
6674,HOSTAL,11:44:56,20:19:30
6675,HOSTAL,11:48:25,21:12:29
6676,HOTEL,3:10:26,21:11:07
6677,HOTEL,4:59:29,15:14:48
6678,HOTEL,11:50:07,22:01:41
6679,HOSTAL,0:43:14,16:57:35
6680,HOTEL,5:06:45,17:23:59
6681,HOTEL,3:13:57,17:01:36
6682,HOSTAL,1:56:21,15:18:29
6683,HOTEL,9:27:45,23:13:21
6684,HOSTAL,3:29:53,16:52:56
6685,HOSTAL,9:49:50,23:34:51
6686,HOSTAL,7:21:14,17:31:59
6687,HOTEL,2:31:28,20:06:11
6688,HOSTAL,6:40:22,13:49:53
6689,HOTEL,5:24:55,17:54:23
6690,HOTEL,9:01:48,15:19:21
6691,HOSTAL,10:49:36,21:55:15
6692,HOTEL,0:26:48,20:48:13
6693,HOSTAL,11:29:51,18:31:52
6694,HOSTAL,8:58:39,16:41:26
6695,HOTEL,3:21:11,21:47:36
6696,HOSTAL,6:03:48,20:43:02
6697,HOSTAL,0:28:24,17:31:00
6698,HOSTAL,11:41:01,20:23:31
6699,HOTEL,7:32:11,23:53:35
6700,HOTEL,2:03:31,15:26:08
6701,HOTEL,10:13:23,14:36:09
6702,HOSTAL,8:01:02,23:40:23
6703,HOSTAL,9:33:34,14:34:31
6704,HOTEL,2:19:46,18:11:24
6705,HOTEL,10:22:59,21:12:27
6706,HOSTAL,8:57:29,19:41:36
6707,HOSTAL,8:58:31,17:42:31
6708,HOTEL,11:04:58,18:52:44
6709,HOSTAL,10:47:31,13:07:11
6710,HOSTAL,10:30:54,16:53:27
6711,HOSTAL,6:47:55,15:39:26
6712,HOSTAL,9:00:12,14:31:25
6713,HOSTAL,5:53:10,14:20:15
6714,HOTEL,2:47:58,17:14:42
6715,HOSTAL,6:11:09,19:24:23
6716,HOSTAL,5:02:33,21:55:44
6717,HOTEL,9:15:39,21:26:42
6718,HOTEL,4:23:39,17:24:25
6719,HOSTAL,7:56:28,17:48:57
6720,HOTEL,3:25:05,15:19:45
6721,HOTEL,5:52:54,18:20:45
6722,HOTEL,6:15:36,20:38:41
6723,HOSTAL,2:52:16,19:27:30
6724,HOTEL,10:59:18,19:08:58
6725,HOTEL,8:27:47,14:37:52
6726,HOSTAL,5:24:40,23:55:02
6727,HOTEL,6:02:40,23:05:13
6728,HOTEL,5:04:20,16:59:53
6729,HOSTAL,10:21:56,13:57:38
6730,HOSTAL,2:09:27,21:20:33
6731,HOSTAL,3:57:05,16:28:16
6732,HOSTAL,4:42:36,13:52:05
6733,HOTEL,10:19:44,16:08:06
6734,HOTEL,5:41:14,20:37:10
6735,HOSTAL,9:25:53,23:04:21
6736,HOTEL,3:06:17,17:25:39
6737,HOSTAL,2:09:48,23:29:21
6738,HOSTAL,6:06:52,15:38:09
6739,HOSTAL,1:50:32,17:36:13
6740,HOSTAL,2:04:31,17:37:27
6741,HOSTAL,8:25:25,15:40:44
6742,HOTEL,8:44:21,16:29:43
6743,HOSTAL,8:28:04,13:33:41
6744,HOSTAL,6:47:27,15:29:11
6745,HOTEL,5:46:14,21:51:39
6746,HOTEL,2:09:32,17:11:21
6747,HOSTAL,6:49:21,17:50:13
6748,HOTEL,1:48:53,16:19:21
6749,HOSTAL,10:35:34,16:23:50
6750,HOSTAL,10:24:43,22:50:21
6751,HOSTAL,11:30:08,14:15:28
6752,HOTEL,2:58:27,21:30:22
6753,HOSTAL,5:28:43,23:33:01
6754,HOTEL,7:12:21,21:58:18
6755,HOSTAL,1:25:02,18:23:23
6756,HOTEL,1:20:06,18:51:39
6757,HOTEL,5:20:41,13:00:31
6758,HOSTAL,3:56:11,14:10:16
6759,HOSTAL,5:28:42,22:59:35
6760,HOSTAL,11:20:43,20:09:54
6761,HOSTAL,8:55:36,20:33:22
6762,HOSTAL,4:23:07,14:11:55
6763,HOTEL,2:17:05,18:03:51
6764,HOTEL,10:45:13,17:13:29
6765,HOTEL,6:26:02,14:46:53
6766,HOTEL,4:25:53,20:54:40
6767,HOTEL,3:58:59,13:00:44
6768,HOSTAL,0:02:52,18:58:07
6769,HOSTAL,0:24:13,15:09:37
6770,HOSTAL,9:14:07,17:08:16
6771,HOSTAL,0:50:33,14:00:13
6772,HOSTAL,6:09:18,17:04:14
6773,HOSTAL,4:23:17,20:11:34
6774,HOTEL,7:35:50,22:06:20
6775,HOSTAL,9:49:25,18:43:36
6776,HOTEL,0:11:07,13:25:58
6777,HOSTAL,1:19:27,16:59:06
6778,HOSTAL,1:14:01,23:39:08
6779,HOSTAL,8:48:59,15:59:15
6780,HOSTAL,4:39:34,18:48:55
6781,HOSTAL,1:10:15,21:31:08
6782,HOTEL,8:47:10,14:45:38
6783,HOTEL,10:20:12,21:17:47
6784,HOSTAL,1:36:12,22:17:53
6785,HOTEL,2:18:02,13:01:12
6786,HOTEL,7:49:45,20:55:31
6787,HOTEL,6:03:19,15:13:25
6788,HOTEL,5:26:46,15:59:36
6789,HOSTAL,2:23:01,15:31:15
6790,HOSTAL,9:26:53,23:23:41
6791,HOSTAL,2:37:27,19:56:50
6792,HOSTAL,5:14:46,23:55:31
6793,HOTEL,2:06:34,17:10:09
6794,HOTEL,0:19:11,16:58:30
6795,HOSTAL,2:24:45,18:59:00
6796,HOTEL,7:12:09,20:37:09
6797,HOSTAL,10:07:09,21:15:28
6798,HOTEL,4:31:55,20:45:27
6799,HOTEL,11:26:26,23:12:29
6800,HOSTAL,10:07:26,22:08:02
6801,HOSTAL,8:49:40,21:38:03
6802,HOTEL,7:09:22,21:28:50
6803,HOSTAL,2:26:20,13:34:26
6804,HOTEL,11:21:30,14:00:39
6805,HOSTAL,7:47:13,23:35:51
6806,HOTEL,8:21:17,13:20:48
6807,HOTEL,1:36:45,15:00:24
6808,HOSTAL,11:20:40,20:15:02
6809,HOTEL,0:49:05,22:55:58
6810,HOSTAL,2:23:48,19:35:48
6811,HOTEL,4:28:37,19:05:52
6812,HOSTAL,0:22:07,20:01:01
6813,HOTEL,7:54:02,17:56:54
6814,HOTEL,10:32:37,13:09:01
6815,HOTEL,10:22:53,22:04:39
6816,HOSTAL,2:32:36,14:56:45
6817,HOTEL,8:30:53,14:44:32
6818,HOTEL,2:32:12,13:31:12
6819,HOSTAL,11:16:34,19:24:27
6820,HOTEL,1:31:36,17:07:28
6821,HOSTAL,5:07:01,21:51:04
6822,HOSTAL,2:29:55,17:15:00
6823,HOSTAL,1:38:51,21:18:37
6824,HOTEL,10:50:19,18:07:03
6825,HOSTAL,2:27:04,14:30:16
6826,HOSTAL,9:23:29,21:52:48
6827,HOSTAL,6:42:04,18:51:22
6828,HOTEL,5:55:05,20:09:45
6829,HOSTAL,8:14:05,16:02:37
6830,HOTEL,5:39:41,22:18:51
6831,HOTEL,4:58:09,17:33:36
6832,HOSTAL,3:17:57,14:20:52
6833,HOTEL,0:54:51,19:16:15
6834,HOTEL,5:37:30,13:06:35
6835,HOSTAL,1:11:24,17:53:54
6836,HOSTAL,6:34:16,14:00:49
6837,HOSTAL,2:45:27,13:34:02
6838,HOTEL,9:30:47,18:00:54
6839,HOTEL,11:21:28,22:53:47
6840,HOTEL,0:21:52,23:31:20
6841,HOSTAL,3:27:54,23:10:45
6842,HOSTAL,6:26:17,14:58:51
6843,HOSTAL,9:48:25,16:56:33
6844,HOSTAL,11:27:35,13:50:26
6845,HOTEL,10:38:27,15:58:34
6846,HOTEL,4:29:48,20:55:08
6847,HOSTAL,9:19:57,15:39:48
6848,HOSTAL,11:58:48,20:08:02
6849,HOTEL,2:51:16,20:29:51
6850,HOSTAL,6:54:36,19:57:20
6851,HOSTAL,5:41:04,20:42:26
6852,HOSTAL,2:53:10,17:30:11
6853,HOTEL,5:48:21,15:53:37
6854,HOSTAL,11:26:42,19:32:58
6855,HOSTAL,2:22:11,20:39:04
6856,HOTEL,2:17:10,23:07:05
6857,HOSTAL,7:57:01,19:36:08
6858,HOTEL,4:50:51,20:55:49
6859,HOTEL,7:51:36,16:26:45
6860,HOSTAL,4:21:29,14:48:13
6861,HOSTAL,9:58:23,19:02:59
6862,HOTEL,10:20:57,22:46:50
6863,HOTEL,7:46:21,18:28:49
6864,HOTEL,10:12:03,22:47:58
6865,HOSTAL,3:51:18,14:03:25
6866,HOSTAL,11:09:50,22:36:38
6867,HOSTAL,5:21:11,23:44:02
6868,HOSTAL,1:17:51,22:40:22
6869,HOSTAL,6:33:03,17:19:33
6870,HOTEL,5:18:48,17:06:25
6871,HOTEL,1:05:47,13:20:01
6872,HOTEL,2:58:31,16:08:25
6873,HOSTAL,1:57:11,19:06:39
6874,HOTEL,11:12:11,22:37:42
6875,HOSTAL,0:30:39,23:35:32
6876,HOSTAL,5:52:22,16:57:07
6877,HOSTAL,11:03:44,13:44:57
6878,HOSTAL,5:05:46,23:02:34
6879,HOSTAL,5:19:50,21:28:44
6880,HOTEL,9:13:39,14:31:35
6881,HOSTAL,1:46:07,16:38:22
6882,HOTEL,4:27:52,21:45:58
6883,HOTEL,6:17:55,20:27:31
6884,HOTEL,3:04:53,16:37:26
6885,HOSTAL,11:16:36,23:10:38
6886,HOTEL,1:57:35,21:04:55
6887,HOSTAL,9:46:50,18:08:52
6888,HOTEL,1:06:25,16:06:24
6889,HOSTAL,0:56:43,15:58:48
6890,HOSTAL,11:11:11,13:35:42
6891,HOSTAL,5:13:26,23:09:12
6892,HOTEL,8:15:34,23:14:14
6893,HOTEL,6:38:54,22:06:34
6894,HOSTAL,4:23:40,22:25:14
6895,HOTEL,3:11:33,20:01:16
6896,HOSTAL,8:22:12,16:27:30
6897,HOTEL,9:28:23,20:47:44
6898,HOTEL,0:21:04,23:37:35
6899,HOSTAL,2:44:59,16:26:06
6900,HOSTAL,3:49:20,22:03:02
6901,HOTEL,9:00:00,17:33:24
6902,HOSTAL,7:09:07,22:48:29
6903,HOTEL,11:46:13,19:06:16
6904,HOSTAL,11:01:32,19:58:50
6905,HOTEL,0:58:18,17:50:15
6906,HOTEL,2:34:22,13:50:52
6907,HOSTAL,6:53:02,16:51:29
6908,HOSTAL,8:22:24,14:45:56
6909,HOTEL,9:22:50,16:12:06
6910,HOTEL,6:15:47,22:53:37
6911,HOTEL,8:27:30,20:04:31
6912,HOSTAL,10:17:45,22:52:52
6913,HOSTAL,10:02:41,18:31:47
6914,HOTEL,7:01:01,19:38:08
6915,HOSTAL,9:28:05,14:40:42
6916,HOSTAL,2:26:31,17:36:46
6917,HOTEL,10:39:11,16:33:10
6918,HOTEL,3:09:14,13:29:57
6919,HOTEL,8:57:47,20:00:31
6920,HOSTAL,3:37:48,21:36:32
6921,HOTEL,7:25:50,16:29:09
6922,HOSTAL,10:16:14,21:47:05
6923,HOSTAL,2:07:24,23:54:46
6924,HOSTAL,8:53:47,20:01:39
6925,HOTEL,11:42:15,21:55:38
6926,HOTEL,9:32:23,22:28:39
6927,HOSTAL,4:44:40,20:08:32
6928,HOSTAL,0:21:56,22:00:55
6929,HOSTAL,7:30:03,15:10:23
6930,HOTEL,8:22:14,21:33:43
6931,HOSTAL,11:52:37,16:19:50
6932,HOTEL,0:45:13,23:07:03
6933,HOSTAL,6:46:20,23:38:40
6934,HOSTAL,0:33:41,16:19:05
6935,HOSTAL,3:50:30,21:30:41
6936,HOSTAL,5:55:28,20:14:41
6937,HOSTAL,2:38:22,16:40:03
6938,HOTEL,8:25:27,14:57:27
6939,HOSTAL,7:39:59,22:55:00
6940,HOTEL,6:58:37,20:51:13
6941,HOSTAL,0:06:10,19:42:02
6942,HOSTAL,1:13:25,16:44:13
6943,HOSTAL,9:10:08,22:36:30
6944,HOTEL,5:56:38,14:58:44
6945,HOTEL,11:07:05,14:54:08
6946,HOSTAL,7:18:25,21:38:38
6947,HOSTAL,0:41:09,20:34:18
6948,HOTEL,2:40:59,17:16:42
6949,HOSTAL,1:12:31,14:32:38
6950,HOTEL,8:03:56,19:45:10
6951,HOTEL,11:24:59,22:14:01
6952,HOTEL,3:05:33,16:34:27
6953,HOSTAL,3:11:26,23:33:48
6954,HOSTAL,8:23:14,21:03:57
6955,HOSTAL,9:09:16,21:47:16
6956,HOTEL,8:59:33,14:22:59
6957,HOSTAL,2:52:28,13:48:49
6958,HOSTAL,11:58:51,14:36:51
6959,HOSTAL,3:52:30,14:40:32
6960,HOTEL,1:39:31,20:04:11
6961,HOSTAL,4:46:53,16:52:26
6962,HOSTAL,3:52:54,23:46:08
6963,HOSTAL,0:33:09,20:36:02
6964,HOSTAL,6:12:02,17:39:21
6965,HOTEL,10:11:28,21:39:01
6966,HOTEL,11:35:04,20:34:58
6967,HOTEL,1:32:54,20:55:51
6968,HOTEL,6:02:22,20:38:13
6969,HOSTAL,11:20:52,16:19:02
6970,HOSTAL,9:33:30,20:38:12
6971,HOSTAL,5:15:37,13:26:20
6972,HOSTAL,4:23:43,19:43:56
6973,HOTEL,11:00:52,13:32:01
6974,HOSTAL,2:13:40,18:33:05
6975,HOSTAL,5:03:05,18:26:44
6976,HOSTAL,9:47:09,22:44:03
6977,HOTEL,5:39:07,20:43:05
6978,HOTEL,5:31:15,23:14:49
6979,HOTEL,10:38:49,23:05:56
6980,HOSTAL,1:58:28,16:48:53
6981,HOTEL,7:46:47,15:37:50
6982,HOTEL,4:05:58,19:17:45
6983,HOSTAL,6:19:24,16:00:43
6984,HOTEL,2:43:35,15:36:57
6985,HOSTAL,3:16:42,21:03:43
6986,HOTEL,11:17:29,15:25:20
6987,HOTEL,0:34:56,22:34:48
6988,HOTEL,5:56:04,19:42:21
6989,HOTEL,8:36:14,23:26:31
6990,HOSTAL,1:29:54,20:15:51
6991,HOSTAL,3:44:15,20:58:21
6992,HOTEL,11:44:34,16:12:45
6993,HOTEL,4:24:26,20:13:41
6994,HOSTAL,6:55:06,20:51:00
6995,HOTEL,10:09:21,15:51:14
6996,HOSTAL,11:47:19,16:26:21
6997,HOTEL,9:36:29,17:50:35
6998,HOTEL,3:09:49,22:33:35
6999,HOTEL,7:12:22,23:24:50
7000,HOSTAL,10:24:33,21:49:10
7001,HOTEL,9:25:01,13:18:07
7002,HOSTAL,11:19:36,13:57:26
7003,HOTEL,9:15:27,16:28:40
7004,HOTEL,0:14:45,13:24:33
7005,HOSTAL,8:40:38,15:14:13
7006,HOSTAL,3:35:16,20:20:35
7007,HOSTAL,1:30:26,22:10:52
7008,HOTEL,9:41:25,20:41:39
7009,HOSTAL,7:02:30,17:51:01
7010,HOSTAL,8:34:56,22:20:33
7011,HOSTAL,5:19:08,14:34:05
7012,HOSTAL,7:12:47,22:00:16
7013,HOSTAL,1:47:20,22:40:04
7014,HOTEL,6:02:52,22:29:05
7015,HOTEL,3:21:16,20:43:50
7016,HOSTAL,9:33:25,23:45:44
7017,HOSTAL,6:02:42,14:31:31
7018,HOTEL,9:40:08,16:55:41
7019,HOTEL,2:05:16,21:22:20
7020,HOTEL,6:32:10,22:20:53
7021,HOTEL,4:02:25,15:44:25
7022,HOTEL,7:22:54,16:40:53
7023,HOTEL,11:47:57,13:15:35
7024,HOTEL,8:39:08,23:05:45
7025,HOTEL,8:51:46,17:07:26
7026,HOSTAL,6:53:12,17:07:52
7027,HOTEL,1:17:54,20:59:26
7028,HOTEL,4:33:38,14:00:15
7029,HOTEL,5:15:21,16:21:58
7030,HOTEL,3:03:06,21:14:13
7031,HOTEL,4:39:52,15:31:27
7032,HOSTAL,4:52:26,19:59:08
7033,HOSTAL,5:47:35,13:58:50
7034,HOSTAL,7:40:42,20:48:36
7035,HOTEL,9:47:03,19:23:49
7036,HOSTAL,9:58:45,23:12:40
7037,HOSTAL,2:11:35,23:36:53
7038,HOSTAL,5:46:44,16:02:23
7039,HOTEL,6:35:37,17:59:23
7040,HOTEL,10:31:10,21:25:41
7041,HOTEL,10:04:03,22:44:19
7042,HOSTAL,3:46:29,18:11:55
7043,HOSTAL,1:18:28,19:46:04
7044,HOSTAL,11:12:38,17:39:47
7045,HOSTAL,11:29:10,21:08:20
7046,HOSTAL,9:25:03,21:17:53
7047,HOSTAL,7:09:35,16:21:27
7048,HOSTAL,3:38:40,18:33:25
7049,HOTEL,2:44:30,18:17:44
7050,HOSTAL,9:20:24,21:27:44
7051,HOSTAL,7:14:01,23:06:28
7052,HOSTAL,1:54:52,15:57:23
7053,HOTEL,7:35:12,20:20:08
7054,HOSTAL,10:52:15,18:47:34
7055,HOTEL,9:55:28,13:54:24
7056,HOSTAL,7:00:53,16:06:18
7057,HOTEL,1:58:12,17:07:43
7058,HOSTAL,2:54:38,22:47:33
7059,HOSTAL,8:37:21,17:39:31
7060,HOTEL,5:10:57,19:15:27
7061,HOTEL,6:12:22,13:48:32
7062,HOTEL,5:30:54,13:24:04
7063,HOSTAL,0:30:01,13:20:43
7064,HOSTAL,4:54:38,18:39:48
7065,HOSTAL,11:13:55,16:19:09
7066,HOSTAL,6:28:52,18:10:30
7067,HOSTAL,4:53:59,14:18:38
7068,HOSTAL,5:31:23,14:40:02
7069,HOSTAL,6:19:28,17:25:48
7070,HOSTAL,6:03:49,19:44:32
7071,HOSTAL,10:29:28,23:42:05
7072,HOSTAL,9:30:53,23:38:11
7073,HOSTAL,4:11:59,20:04:05
7074,HOTEL,9:03:37,23:03:18
7075,HOTEL,4:42:35,23:56:30
7076,HOSTAL,4:28:46,20:07:23
7077,HOSTAL,8:00:58,15:02:48
7078,HOSTAL,3:00:14,18:22:37
7079,HOSTAL,8:46:17,22:52:26
7080,HOSTAL,11:38:52,18:19:52
7081,HOTEL,9:17:36,15:06:27
7082,HOTEL,9:11:26,17:06:41
7083,HOSTAL,7:51:01,21:57:07
7084,HOSTAL,7:41:19,17:02:13
7085,HOTEL,2:30:57,13:56:31
7086,HOTEL,6:31:46,20:02:33
7087,HOSTAL,1:38:19,23:16:11
7088,HOSTAL,6:53:27,20:00:28
7089,HOSTAL,1:41:02,15:28:01
7090,HOTEL,2:15:14,20:41:41
7091,HOTEL,1:52:24,13:19:06
7092,HOSTAL,7:07:17,15:40:48
7093,HOTEL,2:30:45,15:52:04
7094,HOTEL,2:32:30,23:52:16
7095,HOTEL,4:43:15,17:04:48
7096,HOSTAL,4:40:41,21:00:46
7097,HOSTAL,7:04:32,22:17:48
7098,HOTEL,7:09:11,22:35:10
7099,HOSTAL,8:13:14,23:33:11
7100,HOTEL,7:36:35,16:48:34
7101,HOSTAL,4:20:30,22:31:54
7102,HOTEL,4:50:49,22:04:06
7103,HOSTAL,6:17:54,18:31:07
7104,HOTEL,10:45:09,17:28:37
7105,HOTEL,4:13:08,22:36:01
7106,HOTEL,1:08:14,13:58:51
7107,HOSTAL,1:58:48,23:40:43
7108,HOTEL,6:28:13,20:09:48
7109,HOTEL,0:55:36,19:34:20
7110,HOSTAL,11:45:09,19:28:18
7111,HOTEL,4:34:28,19:10:24
7112,HOTEL,11:07:54,15:00:48
7113,HOTEL,0:45:40,18:27:50
7114,HOSTAL,9:50:02,19:02:30
7115,HOTEL,11:36:39,21:07:57
7116,HOTEL,4:02:08,13:57:07
7117,HOTEL,4:56:40,17:32:32
7118,HOSTAL,8:15:14,20:56:31
7119,HOSTAL,1:14:36,22:30:23
7120,HOSTAL,4:01:10,15:16:40
7121,HOSTAL,8:55:08,21:09:34
7122,HOTEL,11:58:50,19:03:18
7123,HOTEL,3:33:55,16:32:34
7124,HOTEL,11:46:02,14:23:25
7125,HOSTAL,3:51:42,14:26:18
