id,direccion,cupos,operador,tipo
151328,GiUC5 GwOT,1,75664,ESPORADICO
151329,wKzICaddZb,2,75665,ESPORADICO
151330,UrgHEB6P51,1,75665,ESPORADICO
151331,9hZ4gvyNrW,4,75666,ESPORADICO
151332,5UL54hKe7D,4,75666,ESPORADICO
151333,380sHOGcdm,4,75667,ESPORADICO
151334,k7AKT RBxu,1,75667,ESPORADICO
151335,bYAuzhoQbJ,4,75668,ESPORADICO
151336,gG8QhCGG1P,2,75668,ESPORADICO
151337,cKlOa0rBRO,2,75669,ESPORADICO
151338,Rs6VUwLhw0,3,75669,ESPORADICO
151339,qwjmKeFa6h,1,75670,ESPORADICO
151340,4V QLGDUeV,1,75670,ESPORADICO
151341,WH5V9fmYeW,3,75671,ESPORADICO
151342,wYuLl Uokw,4,75671,ESPORADICO
151343,DQ5XOQ9fGM,4,75672,ESPORADICO
151344,LcSBBCuXy2,2,75672,ESPORADICO
151345,tuuzP44qV2,1,75673,ESPORADICO
151346,4vIqpbBs4 ,3,75673,ESPORADICO
151347,pur91QiaLH,3,75674,ESPORADICO
151348,wYWKpyKkQA,4,75674,ESPORADICO
151349,akKXSwjySz,3,75675,ESPORADICO
151350,kJq3X5mQZB,1,75675,ESPORADICO
151351,jYPWwc7I2Y,1,75676,ESPORADICO
151352,Zaa3vigs4u,2,75676,ESPORADICO
151353,Cc4td tB3p,3,75677,ESPORADICO
151354,2M 3l6MGB8,1,75677,ESPORADICO
151355,BAkY1Vyoav,4,75678,ESPORADICO
151356,CXMWNDOFoa,3,75678,ESPORADICO
151357,JPJY4DbDXA,4,75679,ESPORADICO
151358,sTngOv8FCj,3,75679,ESPORADICO
151359,fmaLwc0abe,2,75680,ESPORADICO
151360,DIMouZ9Zsp,4,75680,ESPORADICO
151361,aJ1ejAZV5 ,1,75681,ESPORADICO
151362,TpGdLgkk6P,4,75681,ESPORADICO
151363,Bx7YsLi2gh,2,75682,ESPORADICO
151364,Tnpbp6PAJG,1,75682,ESPORADICO
151365,r7nPDMtTWi,4,75683,ESPORADICO
151366,Fx7APlc4Vx,2,75683,ESPORADICO
151367,0CXtTjWguP,4,75684,ESPORADICO
151368,SnT4K5f4tB,2,75684,ESPORADICO
151369,E55qZIK8KS,2,75685,ESPORADICO
151370,jY9szEiQ4D,4,75685,ESPORADICO
151371,XODIrsJcae,2,75686,ESPORADICO
151372,H8kHVaIGQA,1,75686,ESPORADICO
151373,o a0MaLE e,2,75687,ESPORADICO
151374,OsyAi6HfJI,1,75687,ESPORADICO
151375,3RJLHNsWuK,2,75688,ESPORADICO
151376,wWG47bXBoH,2,75688,ESPORADICO
151377,2tap89egCt,3,75689,ESPORADICO
151378,axbqHGXOrA,3,75689,ESPORADICO
151379,YFXAqH9cSv,2,75690,ESPORADICO
151380,bfzAFJQqKJ,4,75690,ESPORADICO
151381,IaPxll2Pw7,4,75691,ESPORADICO
151382,MVfmtSzvpr,3,75691,ESPORADICO
151383,DU 49YZAbO,1,75692,ESPORADICO
151384,v zD1QWop3,2,75692,ESPORADICO
151385,wEkLXa1S42,2,75693,ESPORADICO
151386,NYxoqHWrfu,4,75693,ESPORADICO
151387,32BxexKCQG,3,75694,ESPORADICO
151388,U4lawXNn35,3,75694,ESPORADICO
151389,8a UlUXEgV,2,75695,ESPORADICO
151390,ogtmRNuC0J,3,75695,ESPORADICO
151391,h0c3KdW0vk,1,75696,ESPORADICO
151392,9dCwzB2DNE,1,75696,ESPORADICO
151393,nPLfCTrRnD,1,75697,ESPORADICO
151394,AaxRcqMve6,3,75697,ESPORADICO
151395,sU2yQrZPgc,1,75698,ESPORADICO
151396,cC4XDkMJLD,1,75698,ESPORADICO
151397,p1p8SeB7oi,1,75699,ESPORADICO
151398,ZxKbvIbAEO,2,75699,ESPORADICO
151399,yjiwGXwbVa,1,75700,ESPORADICO
151400,3UQuTQAMqB,4,75700,ESPORADICO
151401,pv5Lr0G6Rr,3,75701,ESPORADICO
151402,7aSFlRotbj,3,75701,ESPORADICO
151403,dg7xqJGuis,1,75702,ESPORADICO
151404,d1zqVgpdv7,4,75702,ESPORADICO
151405,QK2Ygt2GTf,1,75703,ESPORADICO
151406,s01uV26D4t,1,75703,ESPORADICO
151407,3JIA5bUQsD,3,75704,ESPORADICO
151408,kUN57Cgh0s,2,75704,ESPORADICO
151409,0Q9RLwicVD,3,75705,ESPORADICO
151410,EuOSq50eyj,2,75705,ESPORADICO
151411,20xeQ1HecR,3,75706,ESPORADICO
151412,M65QuGDpdN,2,75706,ESPORADICO
151413,P7FOcckQpn,4,75707,ESPORADICO
151414,lzxgRWBnTr,1,75707,ESPORADICO
151415,LjAHkSlrLT,2,75708,ESPORADICO
151416,O0gGYseV4B,2,75708,ESPORADICO
151417,8SPqCFOrLJ,1,75709,ESPORADICO
151418,zIvp46vsOO,1,75709,ESPORADICO
151419,ug2aZU Ik3,1,75710,ESPORADICO
151420,rkonu2d10l,3,75710,ESPORADICO
151421,yvT79VMrhx,4,75711,ESPORADICO
151422,rHmany9zpm,1,75711,ESPORADICO
151423, NyHNqRmq9,1,75712,ESPORADICO
151424,QAZpY39C1T,1,75712,ESPORADICO
151425,X83NMevRIA,3,75713,ESPORADICO
151426,qEDYHLIBQb,4,75713,ESPORADICO
151427,1t75GJhq59,4,75714,ESPORADICO
151428,Dh2l69tYkd,3,75714,ESPORADICO
151429, XuD Tp9CB,4,75715,ESPORADICO
151430,gmHqd Bp0l,4,75715,ESPORADICO
151431,KpUaPGxG0 ,1,75716,ESPORADICO
151432,JnF5TfF6tN,3,75716,ESPORADICO
151433,iLdtxVgox3,1,75717,ESPORADICO
151434,2xyQSphGvn,1,75717,ESPORADICO
151435,QlfKEypndW,3,75718,ESPORADICO
151436,gtlOsA1bUd,2,75718,ESPORADICO
151437,ixnn91DZtT,2,75719,ESPORADICO
151438,kQjo 48diT,2,75719,ESPORADICO
151439,i5czIMOvlr,2,75720,ESPORADICO
151440,c0KNAB7gVj,2,75720,ESPORADICO
151441,ceGrvlVsOm,1,75721,ESPORADICO
151442,64x9km nAa,3,75721,ESPORADICO
151443,GcBJp9 8Q9,3,75722,ESPORADICO
151444,F0Sh2dRCJa,4,75722,ESPORADICO
151445,0RhW5grgwJ,2,75723,ESPORADICO
151446,Bc Z8uXQNv,1,75723,ESPORADICO
151447,5pwWegRxd ,1,75724,ESPORADICO
151448,JtXuJrVmup,3,75724,ESPORADICO
151449,cS0GiU0cEG,4,75725,ESPORADICO
151450,cQ7PCnipa4,3,75725,ESPORADICO
151451,RtDpuucbhd,3,75726,ESPORADICO
151452, V gpdlbM4,2,75726,ESPORADICO
151453,RUg9ViXIIu,4,75727,ESPORADICO
151454,wLBpeFM6BS,3,75727,ESPORADICO
151455,WV6It8Jut0,1,75728,ESPORADICO
151456,vfkuL9Lng4,4,75728,ESPORADICO
151457, 11IBJ0vLb,2,75729,ESPORADICO
151458,4U6VZRY6Ri,4,75729,ESPORADICO
151459,5hFdRAmCsu,1,75730,ESPORADICO
151460,dF0psdlLck,4,75730,ESPORADICO
151461,gWIqYA0zrl,3,75731,ESPORADICO
151462,bTu7e4BxXM,1,75731,ESPORADICO
151463,i85d05qgFF,1,75732,ESPORADICO
151464,pkISSpfKVg,1,75732,ESPORADICO
151465,5YJtIMBTtc,1,75733,ESPORADICO
151466, NwwknbSm2,3,75733,ESPORADICO
151467,trR0WI7xMT,1,75734,ESPORADICO
151468,iBhwCNYJCj,3,75734,ESPORADICO
151469,h7N4 Eew7t,2,75735,ESPORADICO
151470,qR1Vq7n7in,3,75735,ESPORADICO
151471,MEXlzr0FZi,3,75736,ESPORADICO
151472,iGKPlDX3N8,3,75736,ESPORADICO
151473,nhHEY4IUg7,4,75737,ESPORADICO
151474,o7z1TN5WTC,4,75737,ESPORADICO
151475,CZmeQRnPT2,1,75738,ESPORADICO
151476,qvqmTK2OSB,4,75738,ESPORADICO
151477,RYjoniVkaj,2,75739,ESPORADICO
151478,jAkf9ih789,2,75739,ESPORADICO
151479,ZdrCzuIVZ8,1,75740,ESPORADICO
151480,wUMbPs84bs,1,75740,ESPORADICO
151481,HjiNjY2Fsd,4,75741,ESPORADICO
151482,zStIy5vOg9,4,75741,ESPORADICO
151483,8Xp86diaQP,4,75742,ESPORADICO
151484,R5uEAEGO2i,4,75742,ESPORADICO
151485,7wIcsrLncW,2,75743,ESPORADICO
151486,tfqMddIcaj,4,75743,ESPORADICO
151487,HxI9MW5ak6,4,75744,ESPORADICO
151488,IJdfSx3AZV,1,75744,ESPORADICO
151489,C1tlCJSb3G,2,75745,ESPORADICO
151490,YbCxHnuMPE,4,75745,ESPORADICO
151491,ldBoZ WG1J,2,75746,ESPORADICO
151492,UqNn7Nf3x6,4,75746,ESPORADICO
151493,mKtzQYLvQH,1,75747,ESPORADICO
151494,7bvGU5T4ty,2,75747,ESPORADICO
151495,8abq1tH51I,4,75748,ESPORADICO
151496,vF5l6b8ujR,1,75748,ESPORADICO
151497,hLEpozYOO2,3,75749,ESPORADICO
151498,RcKy1RZ2Br,1,75749,ESPORADICO
151499,ct1LFJA3Hs,4,75750,ESPORADICO
151500,E LPDwR47W,4,75750,ESPORADICO
151501,UBq4ER45dA,2,75751,ESPORADICO
151502,igZUkNwOcx,4,75751,ESPORADICO
151503,SHGYN7PmS4,1,75752,ESPORADICO
151504,qP2N0VvzZe,2,75752,ESPORADICO
151505,76F1VdIzj8,1,75753,ESPORADICO
151506,wYQHja5DYk,3,75753,ESPORADICO
151507,K7FReuX7AT,4,75754,ESPORADICO
151508,BSt3dUkCeF,2,75754,ESPORADICO
151509,kEDa8os3ON,4,75755,ESPORADICO
151510,4kBN42pK74,3,75755,ESPORADICO
151511,Hy7SUp84cO,4,75756,ESPORADICO
151512,dhYVqueK7y,2,75756,ESPORADICO
151513,pLpQ2FnhYz,4,75757,ESPORADICO
151514,YzEEHtW8LJ,2,75757,ESPORADICO
151515,7HM1zwPYBs,3,75758,ESPORADICO
151516,x28f3C688E,1,75758,ESPORADICO
151517,KVe8J01oHg,3,75759,ESPORADICO
151518,RsHtzx4diK,4,75759,ESPORADICO
151519,jT3wbWy6aF,2,75760,ESPORADICO
151520,TXbuatIztq,2,75760,ESPORADICO
151521,yJhWwHdiOP,4,75761,ESPORADICO
151522,wLt MJfBJ5,1,75761,ESPORADICO
151523,Biyr3QRrMl,1,75762,ESPORADICO
151524,vcwYh6vGOP,4,75762,ESPORADICO
151525,sIcEnI5ERJ,1,75763,ESPORADICO
151526,WswXhhC5ST,1,75763,ESPORADICO
151527,sj2waL4WEX,3,75764,ESPORADICO
151528,E1mZDxJGJJ,4,75764,ESPORADICO
151529,JcX04cicqM,3,75765,ESPORADICO
151530,eutJkMQFrb,1,75765,ESPORADICO
151531,Snlc6dCbY4,4,75766,ESPORADICO
151532,W5AZG DwR9,3,75766,ESPORADICO
151533,qz3zZwr18J,1,75767,ESPORADICO
151534,odwI5Kg0Ap,4,75767,ESPORADICO
151535,l4uHjlwSlk,1,75768,ESPORADICO
151536,2BlO SS4rL,3,75768,ESPORADICO
151537,mQ1k ysrHc,3,75769,ESPORADICO
151538,bn d7ogwPU,3,75769,ESPORADICO
151539,Kv5cGB9c55,3,75770,ESPORADICO
151540,kUxqN0bJsE,4,75770,ESPORADICO
151541,EVYANRezk0,1,75771,ESPORADICO
151542,xaYuWLhe5y,2,75771,ESPORADICO
151543,ito6bIJKV4,4,75772,ESPORADICO
151544,OuOOgjn7hI,3,75772,ESPORADICO
151545,p Ll9C3gqm,1,75773,ESPORADICO
151546,YkWcyaKxka,4,75773,ESPORADICO
151547,qEzhOgQQ5t,1,75774,ESPORADICO
151548,61mys8yF3W,3,75774,ESPORADICO
151549,HgR3sNREFQ,2,75775,ESPORADICO
151550,ZDKh9PCbRx,1,75775,ESPORADICO
151551,5H6opzBUqZ,4,75776,ESPORADICO
151552,epEmE5qgO ,2,75776,ESPORADICO
151553,99lrNEMX7j,1,75777,ESPORADICO
151554,02l0a6E3kN,4,75777,ESPORADICO
151555,zsL VqCnuC,4,75778,ESPORADICO
151556,5EhWm9sA9X,2,75778,ESPORADICO
151557,aKn2035d8 ,4,75779,ESPORADICO
151558,T4HvcXUvLl,2,75779,ESPORADICO
151559,MkcZtPTWjB,3,75780,ESPORADICO
151560,6pzR4gVAoL,4,75780,ESPORADICO
151561,kTfZawo62K,1,75781,ESPORADICO
151562,4GwSdrlrEP,4,75781,ESPORADICO
151563,KQnFrA7YFc,4,75782,ESPORADICO
151564,2rHOxuspJr,2,75782,ESPORADICO
151565,cesFFlcXRx,1,75783,ESPORADICO
151566,brN8zOGhGg,1,75783,ESPORADICO
151567,zhJTOehq1W,1,75784,ESPORADICO
151568,riRgURPpjr,3,75784,ESPORADICO
151569,8lRw9cHzJl,2,75785,ESPORADICO
151570,2VIKpU4s0H,2,75785,ESPORADICO
151571,FS7D9s5GYo,4,75786,ESPORADICO
151572,  I2XW0O7y,3,75786,ESPORADICO
151573,2Ct885yD1P,3,75787,ESPORADICO
151574,37Wf2WRQih,4,75787,ESPORADICO
151575,B4KUt7Brb5,2,75788,ESPORADICO
151576,XD6E3xpnP1,4,75788,ESPORADICO
151577,BGsWZXY5sU,3,75789,ESPORADICO
151578,AKUkXbOq3H,4,75789,ESPORADICO
151579,Vf WLcUaud,2,75790,ESPORADICO
151580,hqhGQLpqqy,2,75790,ESPORADICO
151581,ryroC zoON,3,75791,ESPORADICO
151582,rwpafgY79m,3,75791,ESPORADICO
151583,hOnKNVwLpy,2,75792,ESPORADICO
151584,vw7nS3m5dn,2,75792,ESPORADICO
151585,8plcE7AN21,2,75793,ESPORADICO
151586,go8VffJ1J3,2,75793,ESPORADICO
151587,5II3kHyRo8,2,75794,ESPORADICO
151588,qJ5IZ4GlTa,3,75794,ESPORADICO
151589,jBsW dyuth,1,75795,ESPORADICO
151590,kZykQlQreZ,2,75795,ESPORADICO
151591,KgLcmeHMOe,4,75796,ESPORADICO
151592,AoyR8ipVAG,4,75796,ESPORADICO
151593,M9cuqIBo75,2,75797,ESPORADICO
151594,kX hMrkhbJ,4,75797,ESPORADICO
151595,YQU1aSZRA3,4,75798,ESPORADICO
151596,MXKxFLxk0P,2,75798,ESPORADICO
151597,2QMH5qLXjz,2,75799,ESPORADICO
151598, TaA6vXXJW,4,75799,ESPORADICO
151599,jXNg38UPxx,2,75800,ESPORADICO
151600,h0dt43PDKx,1,75800,ESPORADICO
151601,FeW0SnlBen,3,75801,ESPORADICO
151602,ubbFqbBncD,2,75801,ESPORADICO
151603,EMtp A2ILA,2,75802,ESPORADICO
151604,YClBadtlkv,2,75802,ESPORADICO
151605,XPPO7w7CF6,4,75803,ESPORADICO
151606,H1Kq5WGtnM,4,75803,ESPORADICO
151607,iMP64TBUYQ,3,75804,ESPORADICO
151608,2Sii2tskQ5,2,75804,ESPORADICO
151609,3VSmPSPbaq,2,75805,ESPORADICO
151610,Rw3IXGfbhX,4,75805,ESPORADICO
151611,YSalI4VSJ3,4,75806,ESPORADICO
151612,IGIVoImtn2,2,75806,ESPORADICO
151613,Lwu9PsDbBA,2,75807,ESPORADICO
151614,5isuf wWLr,3,75807,ESPORADICO
151615,Bf7fHko4YV,2,75808,ESPORADICO
151616,rqvbXHjq4A,1,75808,ESPORADICO
151617,TuuOTbRv3v,3,75809,ESPORADICO
151618,FJrq3f57Qb,1,75809,ESPORADICO
151619,eA3idmKSLN,1,75810,ESPORADICO
151620,ElEYF18h18,1,75810,ESPORADICO
151621,DdO5bO5Rsf,2,75811,ESPORADICO
151622,c1KKfNNXiC,3,75811,ESPORADICO
151623,Wt4QfVIqU6,1,75812,ESPORADICO
151624,aRJRcTJ23B,4,75812,ESPORADICO
151625,wgXlapd2i5,2,75813,ESPORADICO
151626,tgE3jwHMR2,3,75813,ESPORADICO
151627,QCHI7aYfZO,2,75814,ESPORADICO
151628,90dhCHsb7P,3,75814,ESPORADICO
151629,4C18bJBLnE,1,75815,ESPORADICO
151630,xnWdbsTlYs,1,75815,ESPORADICO
151631,ZD3rSmbr33,4,75816,ESPORADICO
151632,2vHuu 8h4h,4,75816,ESPORADICO
151633,Gz8s HHqFR,1,75817,ESPORADICO
151634,O5YpF R5zA,2,75817,ESPORADICO
151635,N9rIl84QhU,4,75818,ESPORADICO
151636,7dUx8X6RFm,3,75818,ESPORADICO
151637,IMeFRyurav,3,75819,ESPORADICO
151638,e JqDKdAhv,4,75819,ESPORADICO
151639,6BWpS6BvbQ,1,75820,ESPORADICO
151640,vkStXoDfhN,1,75820,ESPORADICO
151641,LwpbuatUbF,1,75821,ESPORADICO
151642,45cGtQRfHv,3,75821,ESPORADICO
151643,tjXFOU6LA4,4,75822,ESPORADICO
151644,P5u3qjvS7f,1,75822,ESPORADICO
151645,zJXLyQLEVl,1,75823,ESPORADICO
151646,xSEMCv1wl1,4,75823,ESPORADICO
151647,stMN2kcjnL,3,75824,ESPORADICO
151648,JBQCIKX7BT,4,75824,ESPORADICO
151649,1beg9WywEp,1,75825,ESPORADICO
151650,S5zdtBEOl3,3,75825,ESPORADICO
151651,YLtpNj1EEo,4,75826,ESPORADICO
151652,8ZnVbga8Rd,1,75826,ESPORADICO
151653,wz8c477lOf,4,75827,ESPORADICO
151654,D7iOcmAsia,4,75827,ESPORADICO
151655,GJIyOBsenV,3,75828,ESPORADICO
151656,JOPqpgpkNB,3,75828,ESPORADICO
151657, u1oz46Kl4,1,75829,ESPORADICO
151658,WUWoVPVls6,4,75829,ESPORADICO
151659,8nFJlOqNbi,4,75830,ESPORADICO
151660,8EbEfxLG9N,4,75830,ESPORADICO
151661,HwHDDPvKvb,3,75831,ESPORADICO
151662,eMwDdTtGzQ,4,75831,ESPORADICO
151663,QxDM4oNORl,2,75832,ESPORADICO
151664,EEu W njCC,1,75832,ESPORADICO
151665,LhSCB7NyIl,1,75833,ESPORADICO
151666,igK5 Z3B8u,1,75833,ESPORADICO
151667,y1oKOGoP5y,4,75834,ESPORADICO
151668,HAVzgURWA2,2,75834,ESPORADICO
151669,rrJ48Zdn87,3,75835,ESPORADICO
151670,BMCQiuHA1b,2,75835,ESPORADICO
151671,UKzD7wn8Lh,3,75836,ESPORADICO
151672,EW0wBudCrz,2,75836,ESPORADICO
151673,TxZF7O6oTH,2,75837,ESPORADICO
151674,YcEcfQKOjk,4,75837,ESPORADICO
151675,tfZbK9nQdY,4,75838,ESPORADICO
151676,yNniccTcO4,2,75838,ESPORADICO
151677,20UthLqckl,2,75839,ESPORADICO
151678,4Y 25kBCc1,3,75839,ESPORADICO
151679,yHVu2zdCT9,3,75840,ESPORADICO
151680,8a3bJ8hRUX,2,75840,ESPORADICO
151681,yqWto 0wFS,1,75841,ESPORADICO
151682,h1Fc0dwqrp,3,75841,ESPORADICO
151683,nL820m9bgD,1,75842,ESPORADICO
151684,WKPmC03nt1,2,75842,ESPORADICO
151685,jydjdfz3 F,3,75843,ESPORADICO
151686,1VcKFoiqUY,2,75843,ESPORADICO
151687,C1PvtR ASo,2,75844,ESPORADICO
151688,K9IloQKDZJ,3,75844,ESPORADICO
151689, O ob0JLh5,3,75845,ESPORADICO
151690,jErLZ8a5Pf,2,75845,ESPORADICO
151691,ctJ8lPscG7,1,75846,ESPORADICO
151692,fQks2wqydn,3,75846,ESPORADICO
151693,mlNeDaMH69,4,75847,ESPORADICO
151694,5WYz4UTWag,1,75847,ESPORADICO
151695,RvoTgKNTRn,1,75848,ESPORADICO
151696,HpX xP6vou,1,75848,ESPORADICO
151697,VlpVgR9rHl,1,75849,ESPORADICO
151698,0I9kv6fD9U,4,75849,ESPORADICO
151699,B7x8RzustF,3,75850,ESPORADICO
151700,RDXsZILoES,3,75850,ESPORADICO
151701,e2t0vv0EhR,4,75851,ESPORADICO
151702,vcjVNoM6p ,1,75851,ESPORADICO
151703,yHbr0Z9V8f,2,75852,ESPORADICO
151704,SVL4l Z Wh,1,75852,ESPORADICO
151705,FacMpBEQZk,3,75853,ESPORADICO
151706,hM5f4aCMLt,4,75853,ESPORADICO
151707,nWvkeryZb ,2,75854,ESPORADICO
151708,baB6W0J9Pt,3,75854,ESPORADICO
151709,3zWIMS49FN,4,75855,ESPORADICO
151710,1Dl7ASCJ S,1,75855,ESPORADICO
151711,rsgt7oH0ue,3,75856,ESPORADICO
151712,od 8d5A pn,2,75856,ESPORADICO
151713,zEW9GdU15U,1,75857,ESPORADICO
151714,iYUmRMJTe ,1,75857,ESPORADICO
151715,LSCOLwYM7q,4,75858,ESPORADICO
151716,cMow8znIxm,2,75858,ESPORADICO
151717,Mee5A8Tjy7,4,75859,ESPORADICO
151718,eNeHKDICcB,1,75859,ESPORADICO
151719,2ZWuCorqtB,3,75860,ESPORADICO
151720,PkoY5Z360B,4,75860,ESPORADICO
151721,3lAKeL8LBY,4,75861,ESPORADICO
151722,dF1WcFh3Vf,2,75861,ESPORADICO
151723,Wr56Vmr1SJ,1,75862,ESPORADICO
151724,GpmlkWUAUu,3,75862,ESPORADICO
151725,X2uFiUcJbv,1,75863,ESPORADICO
151726,nPy7ZwEtG9,2,75863,ESPORADICO
151727,mTIUkzSCKn,4,75864,ESPORADICO
151728,mrHTkkRikv,2,75864,ESPORADICO
151729,qzBnsiPaBL,1,75865,ESPORADICO
151730,muTjpnUff5,4,75865,ESPORADICO
151731,3pPns3HOLR,2,75866,ESPORADICO
151732,QXpWfCfzdS,4,75866,ESPORADICO
151733,FoaUaVkHE9,1,75867,ESPORADICO
151734,0lL3BDRPvF,1,75867,ESPORADICO
151735,EtijF0ZtvK,2,75868,ESPORADICO
151736,LQuey6mAxL,3,75868,ESPORADICO
151737,6snsUpwQFy,3,75869,ESPORADICO
151738,gwT cPrnft,2,75869,ESPORADICO
151739,9WBBM8NxGB,3,75870,ESPORADICO
151740,zJEoorWnMl,3,75870,ESPORADICO
151741,tFUyOqVcR4,1,75871,ESPORADICO
151742,sxMHVFgAg0,4,75871,ESPORADICO
151743,P8gzMp4dan,1,75872,ESPORADICO
151744,ySkiiqIYZ7,1,75872,ESPORADICO
151745,qgOMKnCt2V,3,75873,ESPORADICO
151746,EGov4FGcDN,1,75873,ESPORADICO
151747,6QDoznt7eN,1,75874,ESPORADICO
151748,bjaf pLfnR,4,75874,ESPORADICO
151749,UjqRKSLJqf,3,75875,ESPORADICO
151750,wsyZP6D8Ji,4,75875,ESPORADICO
151751,0 2UtwVCwU,3,75876,ESPORADICO
151752,aUlQ2myaWy,4,75876,ESPORADICO
151753,p3UNPwBAvW,3,75877,ESPORADICO
151754,GApd7yceEa,1,75877,ESPORADICO
151755,TiYTa9pAJq,4,75878,ESPORADICO
151756,ubtg9JuKgI,1,75878,ESPORADICO
151757,uLcgI1 MwZ,1,75879,ESPORADICO
151758,G4gF3dWkoR,4,75879,ESPORADICO
151759,xeknAw7WbO,2,75880,ESPORADICO
151760,RzUbUzoQRz,4,75880,ESPORADICO
151761,U PPqlRycS,2,75881,ESPORADICO
151762,mZPi4mfqmg,2,75881,ESPORADICO
151763,AdF7gc1kpI,2,75882,ESPORADICO
151764,zOKBX7x0aL,1,75882,ESPORADICO
151765,oSjvG J1gD,3,75883,ESPORADICO
151766,lz6OlCSDLG,4,75883,ESPORADICO
151767,mR08i2h5z3,1,75884,ESPORADICO
151768,ILUEX8Jxgl,4,75884,ESPORADICO
151769,RE wKa IfL,1,75885,ESPORADICO
151770,j58pbbADRm,1,75885,ESPORADICO
151771,7mSaMun w1,4,75886,ESPORADICO
151772,eSRlOUpvkh,2,75886,ESPORADICO
151773, bDRiVtt08,3,75887,ESPORADICO
151774,mVrgXaaKCH,3,75887,ESPORADICO
151775,Xf3gwp M8b,2,75888,ESPORADICO
151776,wgtUIldLW1,4,75888,ESPORADICO
151777,Oaa7AzbSrF,3,75889,ESPORADICO
151778,5juJoPx gP,3,75889,ESPORADICO
151779,zIkXqQrDmQ,3,75890,ESPORADICO
151780,cU4IKDu076,2,75890,ESPORADICO
151781,CN1uYo4MvA,1,75891,ESPORADICO
151782,YJYYXrjD2z,2,75891,ESPORADICO
151783,BBFZ1xsUsR,1,75892,ESPORADICO
151784,rE82iwR2ZV,2,75892,ESPORADICO
151785, Agux248RF,3,75893,ESPORADICO
151786,BHZOWtkegR,4,75893,ESPORADICO
151787,5dsmbMkz9b,2,75894,ESPORADICO
151788,OFo z3MFjf,1,75894,ESPORADICO
151789,DKhCL2Rywa,1,75895,ESPORADICO
151790,OqWKssDvFe,4,75895,ESPORADICO
151791,Q5nNNTlGtO,3,75896,ESPORADICO
151792,gwU3qTReSe,4,75896,ESPORADICO
151793,OSMInOcmWu,4,75897,ESPORADICO
151794,cqRA4 8b6b,3,75897,ESPORADICO
151795,s23WeUTBPd,1,75898,ESPORADICO
151796,j3bTWCyg1R,1,75898,ESPORADICO
151797,97f2eB6 SH,4,75899,ESPORADICO
151798, DVc7hPdIM,3,75899,ESPORADICO
151799,rAF7omqWBT,1,75900,ESPORADICO
151800,SIRqh U5MS,3,75900,ESPORADICO
151801,Mj4eJKXFa3,4,75901,ESPORADICO
151802,KYTBs7rwBv,3,75901,ESPORADICO
151803,Q1 GNLTl4O,1,75902,ESPORADICO
151804,MkWItABgcd,2,75902,ESPORADICO
151805,4qYT06LLYU,1,75903,ESPORADICO
151806,j3zWdeBKE6,3,75903,ESPORADICO
151807,P8tnaEYWok,4,75904,ESPORADICO
151808,q2xRFo1nXo,2,75904,ESPORADICO
151809,40gBkeoGRv,2,75905,ESPORADICO
151810,19BSq7hFtw,4,75905,ESPORADICO
151811,sZkKV3fpLD,3,75906,ESPORADICO
151812,Het1IIqQ P,4,75906,ESPORADICO
151813,jJCnOI2ZRf,1,75907,ESPORADICO
151814,uG9PbONQtB,4,75907,ESPORADICO
151815,Q2jOARyvYa,3,75908,ESPORADICO
151816,5MG05xnexh,1,75908,ESPORADICO
151817, BwAth2GiK,2,75909,ESPORADICO
151818,nXtiQWqgHF,4,75909,ESPORADICO
151819,O4nBd m80K,1,75910,ESPORADICO
151820,Gm3GSoTwYV,1,75910,ESPORADICO
151821, zFxFp3ovq,3,75911,ESPORADICO
151822,jj0upaUR06,4,75911,ESPORADICO
151823,BA5Qz4WxVS,1,75912,ESPORADICO
151824,XBhN31U3F0,2,75912,ESPORADICO
151825,F fwj3Pr N,2,75913,ESPORADICO
151826,jjaSN9sbAF,3,75913,ESPORADICO
151827,VQFj0I7mgp,2,75914,ESPORADICO
151828,3F 8BXyRT2,3,75914,ESPORADICO
151829,9sO2iGMrTM,4,75915,ESPORADICO
151830,GSlUkOQ6Qb,4,75915,ESPORADICO
151831,WRCVM3eExu,1,75916,ESPORADICO
151832, ieuFFoXLp,4,75916,ESPORADICO
151833,caT6WTtCar,1,75917,ESPORADICO
151834,YPf6Qnm4Ai,3,75917,ESPORADICO
151835,biTdVtoilA,2,75918,ESPORADICO
151836,8w7QowZxWR,4,75918,ESPORADICO
151837,th5r8m6Hhf,2,75919,ESPORADICO
151838,huLhiGKFus,3,75919,ESPORADICO
151839,q9lODaRYKf,4,75920,ESPORADICO
151840,inNVx7LyRf,1,75920,ESPORADICO
151841,egEsX2C61X,4,75921,ESPORADICO
151842,i8fAttOyV ,4,75921,ESPORADICO
151843,F0EFViPKvN,3,75922,ESPORADICO
151844,LHzz08r05y,4,75922,ESPORADICO
151845,eD0cOH85gf,2,75923,ESPORADICO
151846,p6eckOmhaO,1,75923,ESPORADICO
151847,8VuIxUs8b5,1,75924,ESPORADICO
151848,clo1oDYwb9,1,75924,ESPORADICO
151849,Y6pZhWh2MV,2,75925,ESPORADICO
151850,IHxCu4 9L8,3,75925,ESPORADICO
151851,RqagKFk78c,2,75926,ESPORADICO
151852,Z3vat6qLB9,2,75926,ESPORADICO
151853,wJo7Xpm 6J,2,75927,ESPORADICO
