id,tipo_habitacion,numero,capacidad
7735,ESTANDAR,423,2
7736,SEMISUITE,144,3
7737,SUITE,819,4
7738,SUITE,801,4
7739,SEMISUITE,203,1
7740,ESTANDAR,450,3
7741,SEMISUITE,247,4
7742,SUITE,179,4
7743,SEMISUITE,191,3
7744,SEMISUITE,656,3
7745,SUITE,567,3
7746,ESTANDAR,257,4
7747,SEMISUITE,881,4
7748,SEMISUITE,890,2
7749,ESTANDAR,451,2
7750,ESTANDAR,421,4
7751,ESTANDAR,320,1
7752,SUITE,830,4
7753,ESTANDAR,507,3
7754,SEMISUITE,505,2
7755,SUITE,729,2
7756,ESTANDAR,150,3
7757,SEMISUITE,470,2
7758,SEMISUITE,537,4
7759,SUITE,227,4
7760,ESTANDAR,156,3
7761,SEMISUITE,224,3
7762,ESTANDAR,379,1
7763,SEMISUITE,649,1
7764,ESTANDAR,773,2
7765,SUITE,755,1
7766,SUITE,458,4
7767,SUITE,500,3
7768,ESTANDAR,243,2
7769,ESTANDAR,360,2
7770,SEMISUITE,490,4
7771,SEMISUITE,106,4
7772,ESTANDAR,539,1
7773,SUITE,711,3
7774,ESTANDAR,381,3
7775,SEMISUITE,339,2
7776,ESTANDAR,747,2
7777,SUITE,162,1
7778,SEMISUITE,539,1
7779,SUITE,455,4
7780,SEMISUITE,326,2
7781,SEMISUITE,142,4
7782,SEMISUITE,184,4
7783,SUITE,687,3
7784,SUITE,472,1
7785,SUITE,429,2
7786,SUITE,849,1
7787,ESTANDAR,267,1
7788,ESTANDAR,535,1
7789,ESTANDAR,636,4
7790,SEMISUITE,186,3
7791,SEMISUITE,393,4
7792,ESTANDAR,278,4
7793,SEMISUITE,394,1
7794,SUITE,774,2
7795,ESTANDAR,548,1
7796,SEMISUITE,777,2
7797,SEMISUITE,351,1
7798,ESTANDAR,277,3
7799,SEMISUITE,366,1
7800,SEMISUITE,454,3
7801,SUITE,178,3
7802,SUITE,486,1
7803,SUITE,577,4
7804,SUITE,643,2
7805,ESTANDAR,245,1
7806,SUITE,272,3
7807,ESTANDAR,368,2
7808,SUITE,192,1
7809,SEMISUITE,414,4
7810,ESTANDAR,331,2
7811,ESTANDAR,362,1
7812,ESTANDAR,544,3
7813,SEMISUITE,578,3
7814,ESTANDAR,861,1
7815,SEMISUITE,526,3
7816,ESTANDAR,722,2
7817,SUITE,461,4
7818,SUITE,587,2
7819,ESTANDAR,692,4
7820,ESTANDAR,857,2
7821,SEMISUITE,287,2
7822,SUITE,597,3
7823,SUITE,631,2
7824,SUITE,138,1
7825,ESTANDAR,533,1
7826,ESTANDAR,237,2
7827,ESTANDAR,747,1
7828,SUITE,438,4
7829,SEMISUITE,499,4
7830,SUITE,337,4
7831,SUITE,621,3
7832,ESTANDAR,357,4
7833,SEMISUITE,509,3
7834,SEMISUITE,747,4
7835,SEMISUITE,817,4
7836,SEMISUITE,789,3
7837,SUITE,324,3
7838,SEMISUITE,743,4
7839,SUITE,834,2
7840,SEMISUITE,580,2
7841,SUITE,617,2
7842,SUITE,596,2
7843,SUITE,349,2
7844,ESTANDAR,877,4
7845,SEMISUITE,379,2
7846,ESTANDAR,844,1
7847,ESTANDAR,565,2
7848,SUITE,131,4
7849,SEMISUITE,275,2
7850,ESTANDAR,871,2
7851,ESTANDAR,848,2
7852,SEMISUITE,859,4
7853,ESTANDAR,176,3
7854,ESTANDAR,477,4
7855,SUITE,489,3
7856,ESTANDAR,122,1
7857,SEMISUITE,733,3
7858,SEMISUITE,241,2
7859,SEMISUITE,733,4
7860,ESTANDAR,611,3
7861,ESTANDAR,821,3
7862,SEMISUITE,637,1
7863,ESTANDAR,250,1
7864,SEMISUITE,730,4
7865,SUITE,133,1
7866,SUITE,626,3
7867,SEMISUITE,116,3
7868,SUITE,373,2
7869,SUITE,803,1
7870,SEMISUITE,353,1
7871,SUITE,588,3
7872,ESTANDAR,323,1
7873,ESTANDAR,849,1
7874,ESTANDAR,313,2
7875,SUITE,743,2
7876,SUITE,747,3
7877,SUITE,850,4
7878,ESTANDAR,580,3
7879,SEMISUITE,459,4
7880,SEMISUITE,220,3
7881,SEMISUITE,411,4
7882,ESTANDAR,615,1
7883,SUITE,119,2
7884,SEMISUITE,668,4
7885,SUITE,778,1
7886,ESTANDAR,654,1
7887,ESTANDAR,538,3
7888,SEMISUITE,454,1
7889,SEMISUITE,355,4
7890,SEMISUITE,641,3
7891,SUITE,422,4
7892,SUITE,529,3
7893,ESTANDAR,236,1
7894,SUITE,282,2
7895,SUITE,309,4
7896,ESTANDAR,486,4
7897,SEMISUITE,718,3
7898,ESTANDAR,161,1
7899,SUITE,754,4
7900,ESTANDAR,209,3
7901,ESTANDAR,445,2
7902,SUITE,442,2
7903,SEMISUITE,624,1
7904,ESTANDAR,868,4
7905,SUITE,461,2
7906,ESTANDAR,120,2
7907,ESTANDAR,254,4
7908,SEMISUITE,558,1
7909,SEMISUITE,392,3
7910,SUITE,179,3
7911,ESTANDAR,752,2
7912,ESTANDAR,484,2
7913,SEMISUITE,124,1
7914,ESTANDAR,207,4
7915,SEMISUITE,650,1
7916,ESTANDAR,155,3
7917,SEMISUITE,764,4
7918,SUITE,136,3
7919,ESTANDAR,247,3
7920,SEMISUITE,424,4
7921,ESTANDAR,476,3
7922,SEMISUITE,202,3
7923,ESTANDAR,765,2
7924,SUITE,299,4
7925,SEMISUITE,393,2
7926,SUITE,846,2
7927,ESTANDAR,305,3
7928,ESTANDAR,794,2
7929,ESTANDAR,616,1
7930,SUITE,732,1
7931,SUITE,895,2
7932,SEMISUITE,669,1
7933,SUITE,670,1
7934,SUITE,642,3
7935,ESTANDAR,628,4
7936,ESTANDAR,272,3
7937,SEMISUITE,388,4
7938,ESTANDAR,873,1
7939,SUITE,410,3
7940,ESTANDAR,173,3
7941,SEMISUITE,123,1
7942,SEMISUITE,151,2
7943,SUITE,868,3
7944,SUITE,514,2
7945,ESTANDAR,555,1
7946,ESTANDAR,412,1
7947,SEMISUITE,425,2
7948,ESTANDAR,746,4
7949,SUITE,347,4
7950,SUITE,627,4
7951,SUITE,360,1
7952,ESTANDAR,362,4
7953,ESTANDAR,166,3
7954,SUITE,870,1
7955,ESTANDAR,365,4
7956,SUITE,878,3
7957,SEMISUITE,178,3
7958,SUITE,116,3
7959,SEMISUITE,428,1
7960,SUITE,463,1
7961,SEMISUITE,724,1
7962,SUITE,859,1
7963,SEMISUITE,232,3
7964,ESTANDAR,383,4
7965,SUITE,851,1
7966,ESTANDAR,390,4
7967,SUITE,293,3
7968,ESTANDAR,810,3
7969,SUITE,587,4
7970,SEMISUITE,523,4
7971,ESTANDAR,769,3
7972,SUITE,138,2
7973,ESTANDAR,530,2
7974,ESTANDAR,238,2
7975,SUITE,342,2
7976,SUITE,238,3
7977,SUITE,291,2
7978,SUITE,189,2
7979,SUITE,774,1
7980,ESTANDAR,148,4
7981,ESTANDAR,806,3
7982,ESTANDAR,536,3
7983,SUITE,269,3
7984,SEMISUITE,723,2
7985,SEMISUITE,155,3
7986,ESTANDAR,321,1
7987,SUITE,372,3
7988,SUITE,758,4
7989,ESTANDAR,772,2
7990,ESTANDAR,539,3
7991,SEMISUITE,773,4
7992,SUITE,416,3
7993,ESTANDAR,196,4
7994,ESTANDAR,784,1
7995,SUITE,116,2
7996,ESTANDAR,457,1
7997,SUITE,769,4
7998,SEMISUITE,440,1
7999,SEMISUITE,389,2
8000,ESTANDAR,344,1
8001,SEMISUITE,662,3
8002,SUITE,131,4
8003,SUITE,168,1
8004,ESTANDAR,443,3
8005,SUITE,560,1
8006,ESTANDAR,112,2
8007,ESTANDAR,440,2
8008,SEMISUITE,266,1
8009,ESTANDAR,385,1
8010,SUITE,775,4
8011,ESTANDAR,387,4
8012,ESTANDAR,254,4
8013,ESTANDAR,734,1
8014,ESTANDAR,823,3
8015,ESTANDAR,770,1
8016,ESTANDAR,618,1
8017,SEMISUITE,290,1
8018,SEMISUITE,559,2
8019,ESTANDAR,477,2
8020,SUITE,143,4
8021,ESTANDAR,415,2
8022,ESTANDAR,291,2
8023,SUITE,874,2
8024,SEMISUITE,671,1
8025,ESTANDAR,797,2
8026,ESTANDAR,440,1
8027,ESTANDAR,562,1
8028,ESTANDAR,506,1
8029,SEMISUITE,340,4
8030,SUITE,358,1
8031,SEMISUITE,841,1
8032,SUITE,214,1
8033,ESTANDAR,216,4
8034,SEMISUITE,375,1
8035,SUITE,851,1
8036,SEMISUITE,544,1
8037,ESTANDAR,244,4
8038,SEMISUITE,473,4
8039,SUITE,809,3
8040,SUITE,798,2
8041,SUITE,316,2
8042,SUITE,885,4
8043,SUITE,205,4
8044,SUITE,463,3
8045,SEMISUITE,774,1
8046,ESTANDAR,742,1
8047,ESTANDAR,514,3
8048,SUITE,539,3
8049,SUITE,150,2
8050,ESTANDAR,181,4
8051,ESTANDAR,169,3
8052,SEMISUITE,581,3
8053,SUITE,565,1
8054,ESTANDAR,803,1
8055,SUITE,363,2
8056,ESTANDAR,363,4
8057,ESTANDAR,717,3
8058,SUITE,716,4
8059,SEMISUITE,502,4
8060,SUITE,747,1
8061,SEMISUITE,865,4
8062,SEMISUITE,606,1
8063,ESTANDAR,463,2
8064,SUITE,176,3
8065,SEMISUITE,117,3
8066,SEMISUITE,841,4
8067,SEMISUITE,108,2
8068,SEMISUITE,882,1
8069,SEMISUITE,129,1
8070,ESTANDAR,891,3
8071,SEMISUITE,381,4
8072,ESTANDAR,712,3
8073,SUITE,398,4
8074,SEMISUITE,330,1
8075,ESTANDAR,427,3
8076,ESTANDAR,315,3
8077,SUITE,888,1
8078,ESTANDAR,445,4
8079,ESTANDAR,389,1
8080,ESTANDAR,264,4
8081,ESTANDAR,269,3
8082,ESTANDAR,167,4
8083,ESTANDAR,206,1
8084,SEMISUITE,269,4
8085,SUITE,868,4
8086,ESTANDAR,537,2
8087,ESTANDAR,738,2
8088,ESTANDAR,610,2
8089,SEMISUITE,587,4
8090,SUITE,433,4
8091,ESTANDAR,342,2
8092,SEMISUITE,409,2
8093,ESTANDAR,405,3
8094,SEMISUITE,179,3
8095,SEMISUITE,575,1
8096,SEMISUITE,209,2
8097,SEMISUITE,200,3
8098,ESTANDAR,323,3
8099,SEMISUITE,523,1
8100,SUITE,681,1
8101,SUITE,751,2
8102,SUITE,484,4
8103,ESTANDAR,485,4
8104,ESTANDAR,253,4
8105,SUITE,614,3
8106,SEMISUITE,176,1
8107,ESTANDAR,157,1
8108,SUITE,347,4
8109,SUITE,866,3
8110,SEMISUITE,338,3
8111,SUITE,766,1
8112,ESTANDAR,516,2
8113,SUITE,291,3
8114,SEMISUITE,251,2
8115,ESTANDAR,415,4
8116,ESTANDAR,222,4
8117,ESTANDAR,336,3
8118,SEMISUITE,598,4
8119,SUITE,394,2
8120,ESTANDAR,775,2
8121,ESTANDAR,466,1
8122,SUITE,693,4
8123,SUITE,272,2
8124,SUITE,827,1
8125,SEMISUITE,416,3
8126,SUITE,704,1
8127,SEMISUITE,704,2
8128,SEMISUITE,760,1
8129,SEMISUITE,863,1
8130,ESTANDAR,624,3
8131,SUITE,306,2
8132,SEMISUITE,227,2
8133,ESTANDAR,776,1
8134,SEMISUITE,487,1
8135,ESTANDAR,429,2
8136,SEMISUITE,205,4
8137,SEMISUITE,177,1
8138,SUITE,222,3
8139,SUITE,562,2
8140,SUITE,707,4
8141,SEMISUITE,289,4
8142,SUITE,676,1
8143,ESTANDAR,554,1
8144,ESTANDAR,767,2
8145,ESTANDAR,618,1
8146,SUITE,558,3
8147,SEMISUITE,668,4
8148,SUITE,669,4
8149,ESTANDAR,449,2
8150,ESTANDAR,102,4
8151,SEMISUITE,537,2
8152,SUITE,708,3
8153,SEMISUITE,789,3
8154,SUITE,836,4
8155,SEMISUITE,653,4
8156,SEMISUITE,685,2
8157,SEMISUITE,172,2
8158,ESTANDAR,875,2
8159,SUITE,301,4
8160,ESTANDAR,802,4
8161,SUITE,517,4
8162,SUITE,101,3
8163,SEMISUITE,827,2
8164,SUITE,837,4
8165,SUITE,423,3
8166,SEMISUITE,440,1
8167,ESTANDAR,693,4
8168,SEMISUITE,706,1
8169,SEMISUITE,850,2
8170,ESTANDAR,342,3
8171,ESTANDAR,103,3
8172,SEMISUITE,445,2
8173,SUITE,478,3
8174,ESTANDAR,409,4
8175,SEMISUITE,607,3
8176,SEMISUITE,786,2
8177,ESTANDAR,764,3
8178,ESTANDAR,170,1
8179,SEMISUITE,420,4
8180,SEMISUITE,872,1
8181,ESTANDAR,492,2
8182,SEMISUITE,849,1
8183,SEMISUITE,321,3
8184,SUITE,435,2
8185,SUITE,506,2
8186,ESTANDAR,805,4
8187,SEMISUITE,701,4
8188,ESTANDAR,634,1
8189,SEMISUITE,790,4
8190,ESTANDAR,853,1
8191,SUITE,311,1
8192,ESTANDAR,539,2
8193,SUITE,589,3
8194,ESTANDAR,601,4
8195,SEMISUITE,705,4
8196,SEMISUITE,510,3
8197,SEMISUITE,391,1
8198,ESTANDAR,396,4
8199,SUITE,610,1
8200,ESTANDAR,703,3
8201,SUITE,414,4
8202,SEMISUITE,835,3
8203,ESTANDAR,306,2
8204,SEMISUITE,690,3
8205,ESTANDAR,198,1
8206,SUITE,486,3
8207,SEMISUITE,721,3
8208,ESTANDAR,591,3
8209,ESTANDAR,152,4
8210,SEMISUITE,741,3
8211,SUITE,196,1
8212,SUITE,744,4
8213,SEMISUITE,645,3
8214,SEMISUITE,644,2
8215,SUITE,833,1
8216,ESTANDAR,504,2
8217,SUITE,660,2
8218,ESTANDAR,490,3
8219,ESTANDAR,352,1
8220,SEMISUITE,368,3
8221,SUITE,662,3
8222,SUITE,363,2
8223,SUITE,151,4
8224,ESTANDAR,489,1
8225,SEMISUITE,874,3
8226,SUITE,678,3
8227,SEMISUITE,651,1
8228,ESTANDAR,569,4
8229,SEMISUITE,439,3
8230,ESTANDAR,334,1
8231,SEMISUITE,391,3
8232,SEMISUITE,539,3
8233,SUITE,617,4
8234,SEMISUITE,346,3
8235,ESTANDAR,736,2
8236,SUITE,449,3
8237,SEMISUITE,809,3
8238,SUITE,648,2
8239,SEMISUITE,681,2
8240,SEMISUITE,703,1
8241,SEMISUITE,142,4
8242,ESTANDAR,830,3
8243,SUITE,431,2
8244,SUITE,722,1
8245,SUITE,761,1
8246,SEMISUITE,748,2
8247,SUITE,115,1
8248,SUITE,414,4
8249,SEMISUITE,469,2
8250,SEMISUITE,611,2
8251,ESTANDAR,697,4
8252,ESTANDAR,712,4
8253,SUITE,870,2
8254,SUITE,305,1
8255,SEMISUITE,588,3
8256,ESTANDAR,798,4
8257,ESTANDAR,689,3
8258,ESTANDAR,362,2
8259,ESTANDAR,738,4
8260,ESTANDAR,401,1
8261,SUITE,713,1
8262,SEMISUITE,312,2
8263,SEMISUITE,379,2
8264,SEMISUITE,884,1
8265,SEMISUITE,300,1
8266,SEMISUITE,523,1
8267,ESTANDAR,516,4
8268,SEMISUITE,561,2
8269,SEMISUITE,432,1
8270,ESTANDAR,712,2
8271,SEMISUITE,135,4
8272,ESTANDAR,595,3
8273,ESTANDAR,155,3
8274,SEMISUITE,643,1
8275,ESTANDAR,453,1
8276,SEMISUITE,386,2
8277,SEMISUITE,684,3
8278,ESTANDAR,849,1
8279,SEMISUITE,760,1
8280,SUITE,636,1
8281,SUITE,525,2
8282,SEMISUITE,135,4
8283,SEMISUITE,436,3
8284,SUITE,103,2
8285,SEMISUITE,367,3
8286,ESTANDAR,506,1
8287,ESTANDAR,431,4
8288,ESTANDAR,842,1
8289,ESTANDAR,170,4
8290,SEMISUITE,364,1
8291,SUITE,423,4
8292,SEMISUITE,661,1
8293,SEMISUITE,396,3
8294,ESTANDAR,828,1
8295,SUITE,846,3
8296,ESTANDAR,188,4
8297,ESTANDAR,485,4
8298,SUITE,841,3
8299,SUITE,506,1
8300,SUITE,256,2
8301,ESTANDAR,203,2
8302,ESTANDAR,535,2
8303,SUITE,416,4
8304,SUITE,212,3
8305,SEMISUITE,159,2
8306,ESTANDAR,628,3
8307,ESTANDAR,409,3
8308,SUITE,820,2
8309,ESTANDAR,611,3
8310,ESTANDAR,532,3
8311,SUITE,564,4
8312,SUITE,679,3
8313,SEMISUITE,871,4
8314,ESTANDAR,221,3
8315,SEMISUITE,509,3
8316,SEMISUITE,811,1
8317,SUITE,531,4
8318,SEMISUITE,135,1
8319,SEMISUITE,524,1
8320,SUITE,611,3
8321,SUITE,783,1
8322,ESTANDAR,614,3
8323,SUITE,864,3
8324,SUITE,347,2
8325,SUITE,827,3
8326,SUITE,756,3
8327,ESTANDAR,755,1
8328,SUITE,110,1
8329,SEMISUITE,429,4
8330,SEMISUITE,690,4
8331,SUITE,477,3
8332,SEMISUITE,612,4
8333,ESTANDAR,408,3
8334,SUITE,241,4
8335,ESTANDAR,308,1
8336,SUITE,361,2
8337,ESTANDAR,515,4
8338,ESTANDAR,895,2
8339,SUITE,635,4
8340,SEMISUITE,210,3
8341,SEMISUITE,789,3
8342,SEMISUITE,672,2
8343,ESTANDAR,640,3
8344,SEMISUITE,388,1
8345,SUITE,187,2
8346,SUITE,810,4
8347,SEMISUITE,707,2
8348,SUITE,380,4
8349,SUITE,318,3
8350,SUITE,851,1
8351,SUITE,500,1
8352,SUITE,158,4
8353,SEMISUITE,313,1
8354,SUITE,457,1
8355,SUITE,197,3
8356,SUITE,860,3
8357,SEMISUITE,214,4
8358,SUITE,692,4
8359,ESTANDAR,817,4
8360,SEMISUITE,490,3
8361,SUITE,297,1
8362,SUITE,800,4
8363,ESTANDAR,758,1
8364,SEMISUITE,771,3
8365,SEMISUITE,153,4
8366,SEMISUITE,854,4
8367,SUITE,426,2
8368,ESTANDAR,622,4
8369,SEMISUITE,420,2
8370,SEMISUITE,126,1
8371,ESTANDAR,224,3
8372,ESTANDAR,144,2
8373,ESTANDAR,127,2
8374,SUITE,182,4
8375,SUITE,854,1
8376,SUITE,506,2
8377,SEMISUITE,233,1
8378,SUITE,188,3
8379,ESTANDAR,303,1
8380,SEMISUITE,881,4
8381,SEMISUITE,879,2
8382,ESTANDAR,394,4
8383,SUITE,634,4
8384,SEMISUITE,674,3
8385,ESTANDAR,575,2
8386,SEMISUITE,595,4
8387,SUITE,886,3
8388,ESTANDAR,356,3
8389,SUITE,612,4
8390,ESTANDAR,566,4
8391,ESTANDAR,548,1
8392,ESTANDAR,880,1
8393,SEMISUITE,896,4
8394,SEMISUITE,455,2
8395,SEMISUITE,858,3
8396,SUITE,198,4
8397,SEMISUITE,689,4
8398,SUITE,554,4
8399,ESTANDAR,870,2
8400,SUITE,608,1
8401,SUITE,559,4
8402,SEMISUITE,412,4
8403,SUITE,900,3
8404,ESTANDAR,449,1
8405,SUITE,502,3
8406,SEMISUITE,436,3
8407,SEMISUITE,607,2
8408,SEMISUITE,780,3
8409,ESTANDAR,430,1
8410,ESTANDAR,126,3
8411,SUITE,235,4
8412,SEMISUITE,863,2
8413,ESTANDAR,702,3
8414,ESTANDAR,353,1
8415,SUITE,849,3
8416,ESTANDAR,524,1
8417,ESTANDAR,645,3
8418,SEMISUITE,429,3
8419,SEMISUITE,306,1
8420,ESTANDAR,777,2
8421,ESTANDAR,633,2
8422,ESTANDAR,199,3
8423,SUITE,322,4
8424,ESTANDAR,582,1
8425,SEMISUITE,184,1
8426,SUITE,167,2
8427,SUITE,157,2
8428,SEMISUITE,131,1
8429,SUITE,475,3
8430,SEMISUITE,239,2
8431,ESTANDAR,544,3
8432,SUITE,821,1
8433,SUITE,789,4
8434,SEMISUITE,348,3
8435,ESTANDAR,526,4
8436,SUITE,894,3
8437,SUITE,192,2
8438,SEMISUITE,365,4
8439,ESTANDAR,372,2
8440,ESTANDAR,446,4
8441,SEMISUITE,331,1
8442,SUITE,256,2
8443,ESTANDAR,522,1
8444,ESTANDAR,284,2
8445,SEMISUITE,228,3
8446,ESTANDAR,504,1
8447,ESTANDAR,870,2
8448,SUITE,789,2
8449,SEMISUITE,453,4
8450,ESTANDAR,459,2
8451,SEMISUITE,737,3
8452,SEMISUITE,876,3
8453,SUITE,798,4
8454,ESTANDAR,117,1
8455,SUITE,282,3
8456,SUITE,235,3
8457,SEMISUITE,432,2
8458,ESTANDAR,241,4
8459,ESTANDAR,875,4
8460,SEMISUITE,504,3
8461,ESTANDAR,694,3
8462,SEMISUITE,771,1
8463,SEMISUITE,414,2
8464,ESTANDAR,871,1
8465,SEMISUITE,164,3
8466,ESTANDAR,605,1
8467,ESTANDAR,568,4
8468,SEMISUITE,512,3
8469,SEMISUITE,216,3
8470,ESTANDAR,717,4
8471,ESTANDAR,468,4
8472,ESTANDAR,538,3
8473,ESTANDAR,407,1
8474,ESTANDAR,247,4
8475,SUITE,309,4
8476,SUITE,328,2
8477,SUITE,476,1
8478,SEMISUITE,185,2
8479,SEMISUITE,658,3
8480,SUITE,603,2
8481,SUITE,688,4
8482,ESTANDAR,772,3
8483,ESTANDAR,403,1
8484,SUITE,604,2
8485,ESTANDAR,746,1
8486,SUITE,266,2
8487,SEMISUITE,669,3
8488,SUITE,820,3
8489,SUITE,219,2
8490,SUITE,387,2
8491,SEMISUITE,271,1
8492,SEMISUITE,251,2
8493,SEMISUITE,551,3
8494,SEMISUITE,215,2
8495,SEMISUITE,459,2
8496,SUITE,590,4
8497,SUITE,671,2
8498,ESTANDAR,205,4
8499,ESTANDAR,460,4
8500,SUITE,421,3
8501,SUITE,564,2
8502,SEMISUITE,736,1
8503,ESTANDAR,641,1
8504,SUITE,809,4
8505,ESTANDAR,714,1
8506,SUITE,255,1
8507,ESTANDAR,218,3
8508,SEMISUITE,530,3
8509,SEMISUITE,770,1
8510,SUITE,108,3
8511,ESTANDAR,413,2
8512,ESTANDAR,368,4
8513,ESTANDAR,610,1
8514,SUITE,608,4
8515,SUITE,560,1
8516,ESTANDAR,123,1
8517,SUITE,652,1
8518,ESTANDAR,494,1
8519,SUITE,860,3
8520,ESTANDAR,535,4
8521,SUITE,614,3
8522,SUITE,586,4
8523,ESTANDAR,266,3
8524,ESTANDAR,649,3
8525,SEMISUITE,164,3
8526,ESTANDAR,307,3
8527,SEMISUITE,390,4
8528,SUITE,711,3
8529,SUITE,368,2
8530,SEMISUITE,294,2
8531,SEMISUITE,695,2
8532,SUITE,863,2
8533,SEMISUITE,534,2
8534,ESTANDAR,577,1
8535,SUITE,282,1
8536,ESTANDAR,438,2
8537,SEMISUITE,366,2
8538,SUITE,861,1
8539,SEMISUITE,482,4
8540,ESTANDAR,135,2
8541,ESTANDAR,749,4
8542,ESTANDAR,284,1
8543,ESTANDAR,724,3
8544,SEMISUITE,186,3
8545,SUITE,706,2
8546,ESTANDAR,701,4
8547,SEMISUITE,353,3
8548,SEMISUITE,210,1
8549,SEMISUITE,531,2
8550,ESTANDAR,808,4
8551,SUITE,553,1
8552,ESTANDAR,119,4
8553,SEMISUITE,775,4
8554,SEMISUITE,516,2
8555,SEMISUITE,408,2
8556,ESTANDAR,666,4
8557,SUITE,242,4
8558,SUITE,825,3
8559,SEMISUITE,620,1
8560,SEMISUITE,398,2
8561,SUITE,728,3
8562,SEMISUITE,881,3
8563,SEMISUITE,304,3
8564,SEMISUITE,656,4
8565,ESTANDAR,465,2
8566,ESTANDAR,409,2
8567,SEMISUITE,392,1
8568,ESTANDAR,528,4
8569,SEMISUITE,482,3
8570,SUITE,655,2
8571,ESTANDAR,417,2
8572,SEMISUITE,359,2
8573,SEMISUITE,211,2
8574,SEMISUITE,282,2
8575,ESTANDAR,358,1
8576,ESTANDAR,631,3
8577,ESTANDAR,151,3
8578,ESTANDAR,461,2
8579,ESTANDAR,435,3
8580,SUITE,303,1
8581,SUITE,611,1
8582,SEMISUITE,195,4
8583,SEMISUITE,759,3
8584,ESTANDAR,859,1
8585,ESTANDAR,822,3
8586,ESTANDAR,361,2
8587,SUITE,461,3
8588,SUITE,362,3
8589,SEMISUITE,384,4
8590,SUITE,837,3
8591,SUITE,643,3
8592,ESTANDAR,190,3
8593,SEMISUITE,159,4
8594,ESTANDAR,102,2
8595,SEMISUITE,412,3
8596,SEMISUITE,459,3
8597,SUITE,776,1
8598,SEMISUITE,750,1
8599,SEMISUITE,803,4
8600,SEMISUITE,867,1
8601,SUITE,358,3
8602,ESTANDAR,142,1
8603,SEMISUITE,823,3
8604,ESTANDAR,666,2
8605,SEMISUITE,190,4
8606,SEMISUITE,723,3
8607,SEMISUITE,847,2
8608,SUITE,447,2
8609,ESTANDAR,424,3
8610,ESTANDAR,584,1
8611,SEMISUITE,207,2
8612,ESTANDAR,145,3
8613,SUITE,530,3
8614,SUITE,857,2
8615,ESTANDAR,122,4
8616,SUITE,559,2
8617,SEMISUITE,897,3
8618,SEMISUITE,177,2
8619,ESTANDAR,752,1
8620,ESTANDAR,606,2
8621,SUITE,891,3
8622,SEMISUITE,881,2
8623,ESTANDAR,349,4
8624,ESTANDAR,259,4
8625,SUITE,789,3
8626,SUITE,409,4
8627,SUITE,727,3
8628,ESTANDAR,498,4
8629,SEMISUITE,591,3
8630,SEMISUITE,137,4
8631,SUITE,817,1
8632,SEMISUITE,510,2
8633,SUITE,773,2
8634,SEMISUITE,190,4
8635,ESTANDAR,814,1
8636,SEMISUITE,622,1
8637,SUITE,198,3
8638,ESTANDAR,306,4
8639,SEMISUITE,567,2
8640,ESTANDAR,467,3
8641,SEMISUITE,336,4
8642,SUITE,174,4
8643,SUITE,886,2
8644,SEMISUITE,230,2
8645,SUITE,633,3
8646,SEMISUITE,218,1
8647,SEMISUITE,422,4
8648,ESTANDAR,300,2
8649,SUITE,294,4
8650,SEMISUITE,851,2
8651,SUITE,274,1
8652,SEMISUITE,416,4
8653,SEMISUITE,754,4
8654,SUITE,787,2
8655,SUITE,779,3
8656,ESTANDAR,308,2
8657,SEMISUITE,161,1
8658,SUITE,669,1
8659,ESTANDAR,742,3
8660,SEMISUITE,360,3
8661,SEMISUITE,374,4
8662,SUITE,151,3
8663,SUITE,557,2
8664,ESTANDAR,275,4
8665,ESTANDAR,608,2
8666,SUITE,130,4
8667,ESTANDAR,242,2
8668,SEMISUITE,316,2
8669,ESTANDAR,691,1
8670,SUITE,330,2
8671,SEMISUITE,896,4
8672,SEMISUITE,326,1
8673,ESTANDAR,817,3
8674,SEMISUITE,515,3
8675,SEMISUITE,722,3
8676,SUITE,651,1
8677,ESTANDAR,782,3
8678,SEMISUITE,489,4
8679,ESTANDAR,502,4
8680,ESTANDAR,316,4
8681,ESTANDAR,398,1
8682,ESTANDAR,478,1
8683,ESTANDAR,691,1
8684,SUITE,841,2
8685,ESTANDAR,795,3
8686,SUITE,188,3
8687,SUITE,630,3
8688,ESTANDAR,589,4
8689,SUITE,179,3
8690,ESTANDAR,117,2
8691,SUITE,594,3
8692,SEMISUITE,253,3
8693,SUITE,409,2
8694,ESTANDAR,800,1
8695,SUITE,492,4
8696,SUITE,531,1
8697,SUITE,234,1
8698,SUITE,430,4
8699,SUITE,386,1
8700,SUITE,797,3
8701,ESTANDAR,824,2
8702,ESTANDAR,260,1
8703,SUITE,112,4
8704,SEMISUITE,239,4
8705,SEMISUITE,455,2
8706,ESTANDAR,108,1
8707,ESTANDAR,434,3
8708,ESTANDAR,315,3
8709,SUITE,259,2
8710,ESTANDAR,152,4
8711,SUITE,613,4
8712,ESTANDAR,618,2
8713,ESTANDAR,350,4
8714,SUITE,844,4
8715,ESTANDAR,553,1
8716,ESTANDAR,816,4
8717,SEMISUITE,767,2
8718,ESTANDAR,207,4
8719,SUITE,606,1
8720,SEMISUITE,188,1
8721,ESTANDAR,879,1
8722,SEMISUITE,772,4
8723,ESTANDAR,147,2
8724,SEMISUITE,192,1
8725,ESTANDAR,656,1
8726,ESTANDAR,510,2
8727,ESTANDAR,809,4
8728,SEMISUITE,616,2
8729,SEMISUITE,178,1
8730,SEMISUITE,569,1
